	Entry	Gene Names (primary)	Organism (ID)	Alternative products (isoforms)	UniParc	CCDS	EMBL	RefSeq	BMRB	PDB	SASBDB	SMR	BioGRID	CORUM	ComplexPortal	DIP	ELM	IntAct	MINT	STRING	BindingDB	ChEMBL	DrugBank	DrugCentral	SwissLipids	Allergome	CAZy	IDEAL	MEROPS	PeroxiBase	REBASE	TCDB	DEPOD	PhosphoSitePlus	dbSNP	COMPLUYEAST-2DPAGE	EPD	MassIVE	MaxQB	PRIDE	PaxDb	PeptideAtlas	ProteomicsDB	Ensembl	GeneID	KEGG	CTD	GeneCards	HGNC	HPA	MIM	neXtProt	Orphanet	PharmGKB	eggNOG	GeneTree	HOGENOM	OMA	OrthoDB	PhylomeDB	TreeFam	BioCyc	BRENDA	PathwayCommons	Reactome	SIGNOR	GeneWiki	Bgee	ExpressionAtlas	CDD	DisProt	HAMAP	InterPro	PANTHER	Pfam	PIRSF	PRINTS	ProDom	PROSITE	SMART	SUPFAM
142	P48637	GSS	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P48637-1; Sequence=Displayed; Name=2; IsoId=P48637-2; Sequence=VSP_047617;	UPI0000111B5F	CCDS13245.1 [P48637-1];	L42531;AB459500;U34683;AK312492;DQ074975;AL133324;CH471077;CH471077;BC007927;	NP_000169.1 [P48637-1];NP_001309423.1 [P48637-1];NP_001309424.1 [P48637-1];		2HGS;		P48637;	109192;					P48637;	P48637;	9606.ENSP00000216951;			DB06151;DB09130;DB00151;DB03408;DB00143;DB00145;DB04395;											P48637;	rs759253242 rs28938472 rs28938472 rs34239729 rs121909308 rs1325986563 rs121909309 rs1296000099 rs148640446 rs34852238 rs1419704426		P48637;	P48637;	P48637;		9606-ENSP00000216951;	P48637;	55917 [P48637-1];6247;	ENST00000451957.2 [P48637-2];ENST00000643188.1 [P48637-1];ENST00000644793.1 [P48637-1];ENST00000646735.1 [P48637-2];ENST00000651619.1 [P48637-1];	2937;	hsa:2937;	2937;	GSS;	HGNC:4624;	ENSG00000100983;	231900;266130;601002;	NX_P48637;	289846;289849;	PA29015;	KOG0021;	ENSGT00390000013764;	CLU_025152_2_1_1;	NGLVMYP;	1448at2759;	P48637;	TF105187;	MetaCyc:HS02174-MONOMER;	6.3.2.3;	P48637;	R-HSA-174403;R-HSA-5579006;			ENSG00000100983;	P48637;	cd00228;			IPR005615;IPR014042;IPR014709;IPR014049;IPR037013;IPR004887;IPR016185;	PTHR11130;PTHR11130:SF0;	PF03917;PF03199;	PIRSF001558;					SSF56059;SSF52440;
143	P49189	ALDH9A1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing, Alternative initiation; Named isoforms=3; Name=1; IsoId=P49189-1; Sequence=Displayed; Name=2; IsoId=P49189-2; Sequence=VSP_056305; Name=3; IsoId=P49189-3; Sequence=VSP_060045;	UPI000006F859	CCDS1250.2 [P49189-3];	U34252;AF172093;AK302183;AK302191;AK312751;AL451074;CH471067;BC151140;BC151141;U50203;X75425;	NP_000687.3 [P49189-3];XP_011507596.1;		6QAK;6QAO;6QAP;6VR6;6VWF;	P49189;	P49189;	106725;					P49189;		9606.ENSP00000346827;		CHEMBL2542;	DB00157;											P49189;			P49189;	P49189;	P49189;		9606-ENSP00000346827;	P49189;	5480;55968 [P49189-1];	ENST00000354775.5 [P49189-3];	223;	hsa:223;	223;	ALDH9A1;	HGNC:412;	ENSG00000143149;	602733;	NX_P49189;		PA24706;	KOG2450;	ENSGT00940000163309;	CLU_005391_0_0_1;	GMKYVTM;	2291791at2759;	P49189;	TF314257;	MetaCyc:HS06992-MONOMER;	1.2.1.47;	P49189;	R-HSA-71262;	P49189;	Aldehyde_dehydrogenase_9_family,_member_A1;	ENSG00000143149;		cd07090;	DP02783;		IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;	PTHR11699:SF228;PTHR11699;	PF00171;				PS00070;PS00687;		SSF53720;
144	P49247	RPIA	9606	ALTERNATIVE PRODUCTS:  	UPI0000037A98	CCDS2004.2;	AY050633;BC015529;L35035;	NP_653164.2;				P49247;	116594;					P49247;	P49247;	9606.ENSP00000283646;			DB01756;											P49247;	rs121918591		P49247;	P49247;	P49247;		9606-ENSP00000283646;	P49247;	55976;	ENST00000283646.5;	22934;	hsa:22934;	22934;	RPIA;	HGNC:10297;	ENSG00000153574;	180430;608611;	NX_P49247;	440706;	PA34659;	KOG3075;	ENSGT00390000004352;	CLU_056590_0_2_1;	ACHVQEK;	5232260at2759;	P49247;	TF105758;		5.3.1.6;	P49247;	R-HSA-5659996;R-HSA-6791461;R-HSA-71336;	P49247;		ENSG00000153574;		cd01398;		MF_00170;	IPR037171;IPR020672;IPR004788;	PTHR11934;PTHR11934:SF0;	PF06026;						SSF75445;SSF100950;
145	P49585	PCYT1A	9606	ALTERNATIVE PRODUCTS:  	UPI000000DB72	CCDS3315.1;	L28957;EU280320;CH471191;CH471191;BC046355;	NP_001299602.1;NP_005008.2;				P49585;	111157;					P49585;		9606.ENSP00000292823;		CHEMBL4105855;	DB00122;DB14006;DB00709;											P49585;	rs587777191 rs587777189 rs587777194 rs587777190 rs587777195 rs540053239		P49585;	P49585;	P49585;		9606-ENSP00000292823;	P49585;	56021;	ENST00000292823.6;ENST00000431016.6;	5130;	hsa:5130;	5130;	PCYT1A;	HGNC:8754;	ENSG00000161217;	123695;608940;	NX_P49585;	65;85167;	PA33099;	KOG2804;	ENSGT00940000157384;	CLU_034585_4_2_1;	YIRVTME;	5474784at2759;	P49585;	TF106336;	MetaCyc:HS08577-MONOMER;	2.7.7.15;	P49585;	R-HSA-1483191;	P49585;	PCYT1A;	ENSG00000161217;	P49585;	cd02174;			IPR041723;IPR004821;IPR045049;IPR014729;	PTHR10739:SF19;PTHR10739;	PF01467;						SSF52374;
146	P49619	DGKG	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1; Synonyms=Long; IsoId=P49619-1; Sequence=Displayed; Name=2; Synonyms=Short; IsoId=P49619-2; Sequence=VSP_001267; Name=3; IsoId=P49619-3; Sequence=VSP_039922;	UPI000013D5AB	CCDS3274.1 [P49619-1];CCDS43181.1 [P49619-3];CCDS43182.1 [P49619-2];	D26135;AF020945;AF020922;AF020923;AF020924;AF020925;AF020926;AF020927;AF020928;AF020929;AF020930;AF020931;AF020932;AF020933;AF020934;AF020935;AF020936;AF020937;AF020938;AF020939;AF020940;AF020941;AF020942;AF020943;AF020944;AK314192;AC007917;AC112649;BC089411;BC112363;	NP_001074213.1 [P49619-2];NP_001074214.1 [P49619-3];NP_001337.2 [P49619-1];					107978;					P49619;		9606.ENSP00000265022;	P49619;	CHEMBL1075157;	DB14001;DB00144;		SLP:000000923;SLP:000000938 [P49619-1];									P49619;	rs1004588 rs2193587 rs3213770		P49619;	P49619;			9606-ENSP00000265022;	P49619;	56029 [P49619-1];56030 [P49619-2];56031 [P49619-3];	ENST00000265022.8 [P49619-1];ENST00000344484.8 [P49619-2];ENST00000382164.8 [P49619-3];	1608;	hsa:1608;	1608;	DGKG;	HGNC:2853;	ENSG00000058866;	601854;	NX_P49619;		PA27314;	KOG1169;	ENSGT00940000156768;	CLU_003770_1_0_1;	PKELKLC;	4642163at2759;	P49619;	TF313104;		2.7.1.107;	P49619;	R-HSA-114508;	P49619;	DGKG;	ENSG00000058866;	P49619;	cd20892;cd00051;			IPR017438;IPR046349;IPR047475;IPR029477;IPR037607;IPR038199;IPR000756;IPR001206;IPR011992;IPR018247;IPR002048;IPR016064;IPR002219;	PTHR11255;PTHR11255:SF36;	PF00130;PF14513;PF00609;PF00781;				PS50146;PS00018;PS50222;PS00479;PS50081;	SM00109;SM00045;SM00046;SM00054;	SSF57889;SSF47473;SSF111331;
147	P49902	NT5C2	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P49902-1; Sequence=Displayed; Name=2; IsoId=P49902-2; Sequence=VSP_054235;	UPI0000124F44	CCDS7544.1 [P49902-1];CCDS91339.1 [P49902-2];	D38524;AK295593;AL139817;AL360001;CH471066;CH471066;BC001595;	NP_001127845.1 [P49902-1];NP_036361.1 [P49902-1];XP_005269693.1;XP_005269696.1;		2J2C;2JC9;2JCM;2XCV;2XCW;2XCX;2XJB;2XJC;2XJD;2XJE;2XJF;4H4B;5CQZ;5CR7;5K7Y;5L4Z;5L50;5OPK;5OPL;5OPM;5OPN;5OPO;5OPP;6DD3;6DDB;6DDC;6DDH;6DDK;6DDL;6DDO;6DDQ;6DDX;6DDY;6DDZ;6DE0;6DE1;6DE2;6DE3;6FIR;6FIS;6FIU;6FIW;6FXH;		P49902;	116627;					P49902;		9606.ENSP00000339479;	P49902;	CHEMBL3708197;	DB00171;DB00811;DB06408;	P49902;									NT5C2;	P49902;	rs10883841 rs12262171		P49902;	P49902;	P49902;		9606-ENSP00000339479;	P49902;	56174 [P49902-1];6498;	ENST00000343289.9 [P49902-1];ENST00000404739.8 [P49902-1];ENST00000674696.1 [P49902-1];ENST00000675326.1 [P49902-1];ENST00000675985.1 [P49902-2];ENST00000676428.1 [P49902-1];ENST00000676449.1 [P49902-1];	22978;	hsa:22978;	22978;	NT5C2;	HGNC:8022;	ENSG00000076685;	600417;613162;	NX_P49902;	320396;	PA31801;	KOG2469;	ENSGT00940000162369;	CLU_017845_3_0_1;		3626840at2759;	P49902;	TF315266;	MetaCyc:HS01216-MONOMER;	3.1.3.5;	P49902;	R-HSA-2161541;R-HSA-74259;R-HSA-9755088;			ENSG00000076685;	P49902;	cd07522;			IPR036412;IPR008380;IPR023214;IPR016695;	PTHR12103;PTHR12103:SF17;	PF05761;	PIRSF017434;					SSF56784;
148	P49915	GMPS	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P49915-1; Sequence=Displayed; Name=2; IsoId=P49915-2; Sequence=VSP_053933;	UPI0000000CC6	CCDS46941.1 [P49915-1];	U10860;AK291504;AK302148;AK315832;AC067721;AC104472;AC140753;CH471052;BC012178;	NP_003866.1 [P49915-1];		2VPI;2VXO;		P49915;	114360;					P49915;	P49915;	9606.ENSP00000419851;	P49915;	CHEMBL5721;	DB00993;DB00142;DB00130;						C26.950;					P49915;			P49915;	P49915;	P49915;		9606-ENSP00000419851;	P49915;	29873;56180 [P49915-1];	ENST00000295920.7 [P49915-2];ENST00000496455.7 [P49915-1];	8833;	hsa:8833;	8833;	GMPS;	HGNC:4378;	ENSG00000163655;	600358;	NX_P49915;		PA28763;	KOG1622;	ENSGT00390000006591;	CLU_014340_0_2_1;	DQLTCMF;	6206at2759;	P49915;	TF106132;		6.3.5.2;	P49915;	R-HSA-73817;R-HSA-9748787;	P49915;	GMP_synthase;	ENSG00000163655;	P49915;	cd01742;cd01997;			IPR029062;IPR017926;IPR001674;IPR004739;IPR025777;IPR022310;IPR014729;	PTHR11922:SF2;PTHR11922;	PF00117;PF00958;PF02540;		PR00097;PR00096;		PS51273;PS51553;		SSF52402;SSF52317;SSF54810;
149	P50416	CPT1A	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P50416-1; Sequence=Displayed; Name=2; IsoId=P50416-2; Sequence=VSP_012167;	UPI000013D658	CCDS31624.1 [P50416-2];CCDS8185.1 [P50416-1];	L39211;AJ420747;AJ420748;BT009791;BC000185;	NP_001027017.1 [P50416-2];NP_001867.2 [P50416-1];XP_016872709.1 [P50416-1];	P50416;	2LE3;		P50416;	107765;					P50416;	P50416;	9606.ENSP00000265641;	P50416;	CHEMBL1293194;	DB01016;DB00583;DB01074;	P50416;	SLP:000001056;							4.C.2.1.3;		P50416;	rs80356775 rs2229738 rs80356789 rs80356776 rs80356796 rs80356783 rs80356777 rs80356787 rs80356790 rs80356778 rs80356784 rs80356779 rs80356793 rs80356791 rs28936374 rs80356780		P50416;	P50416;	P50416;		9606-ENSP00000265641;	P50416;	56220 [P50416-1];56221 [P50416-2];	ENST00000265641.10 [P50416-1];ENST00000376618.6 [P50416-2];ENST00000539743.5 [P50416-1];ENST00000540367.5 [P50416-2];	1374;	hsa:1374;	1374;	CPT1A;	HGNC:2328;	ENSG00000110090;	255120;600528;	NX_P50416;	156;	PA26847;	KOG3716;	ENSGT01060000248595;	CLU_013513_2_1_1;	NTEHSWG;	1429709at2759;	P50416;	TF313836;	MetaCyc:HS03286-MONOMER;	2.3.1.21;	P50416;	R-HSA-1368082;R-HSA-1989781;R-HSA-200425;R-HSA-5362517;	P50416;		ENSG00000110090;	P50416;				IPR000542;IPR023213;IPR039551;IPR042231;IPR032476;	PTHR22589;PTHR22589:SF74;	PF00755;PF16484;				PS00439;PS00440;		SSF52777;
150	P50583	NUDT2	9606	ALTERNATIVE PRODUCTS:  	UPI000013E431	CCDS6552.1;	U30313;AL356494;CH471071;CH471071;CH471071;BC004926;	NP_001152.1;NP_001231319.1;NP_671701.1;NP_671702.1;	P50583;	1XSA;1XSB;1XSC;3U53;4ICK;4IJX;		P50583;	106815;					P50583;		9606.ENSP00000368455;	P50583;	CHEMBL4105863;												P50583;	rs148119952		P50583;	P50583;	P50583;		9606-ENSP00000368455;	P50583;	56253;	ENST00000346365.8;ENST00000379155.9;ENST00000379158.7;ENST00000618590.1;	318;	hsa:318;	318;	NUDT2;	HGNC:8049;	ENSG00000164978;	602852;619844;	NX_P50583;		PA31833;	KOG2839;	ENSGT00390000002416;	CLU_037162_14_5_1;	WRDYEQA;	196203at2759;	P50583;	TF105958;		3.6.1.17;	P50583;	R-HSA-3299685;		NUDT2;	ENSG00000164978;		cd03428;			IPR015797;IPR020084;IPR000086;IPR003565;	PTHR21340:SF0;PTHR21340;	PF00293;		PR01405;		PS51462;PS00893;		SSF55811;
151	P51570	GALK1	9606	ALTERNATIVE PRODUCTS:  	UPI000012B056	CCDS11728.1;	U26401;L76927;AK303832;AK314890;BT007005;AC087749;CH471099;BC001166;	NP_000145.1;		1WUU;6GR2;6Q3W;6Q3X;6Q8Z;6Q90;6Q91;6QJE;6ZFH;6ZGV;6ZGW;6ZGX;6ZGY;6ZGZ;6ZH0;7OZX;7RCL;7RCM;7S49;7S4C;		P51570;	108857;					P51570;	P51570;	9606.ENSP00000465930;	P51570;	CHEMBL1293257;	DB04395;											P51570;	rs104894572 rs104894576 rs1555748926 rs1365349586 rs773416476 rs80084721 rs575139300 rs959842362 rs759284637 rs375690568 rs754967473 rs1184406839		P51570;	P51570;	P51570;		9606-ENSP00000465930;	P51570;		ENST00000225614.6;ENST00000588479.6;	2584;	hsa:2584;	2584;	GALK1;	HGNC:4118;	ENSG00000108479;	230200;604313;	NX_P51570;	79237;	PA28533;	KOG0631;	ENSGT00950000183187;	CLU_017814_2_0_1;	VMPCAIN;	177392at2759;	P51570;	TF354326;	MetaCyc:HS03112-MONOMER;	2.7.1.6;	P51570;	R-HSA-5609976;R-HSA-70370;			ENSG00000108479;	P51570;				IPR000705;IPR019741;IPR019539;IPR013750;IPR036554;IPR006204;IPR006203;IPR006206;IPR020568;IPR014721;	PTHR10457:SF7;PTHR10457;	PF10509;PF08544;PF00288;	PIRSF000530;	PR00473;PR00959;		PS00106;PS00627;		SSF55060;SSF54211;
152	P51606	RENBP	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P51606-1; Sequence=Displayed; Name=2; IsoId=P51606-2; Sequence=VSP_039022, VSP_039023;	UPI0000134326		AK298125;U52112;BC015558;D10232;	NP_002901.2;XP_016885187.1 [P51606-1];				P51606;	111905;					P51606;		9606.ENSP00000377303;			DB00141;											P51606;	rs2229241 rs2269371		P51606;	P51606;	P51606;		9606-ENSP00000377303;	P51606;	56342 [P51606-1];56343 [P51606-2];	ENST00000393700.8;	5973;	hsa:5973;	5973;	RENBP;	HGNC:9959;	ENSG00000102032;	312420;	NX_P51606;		PA34325;	ENOG502QSDA;		CLU_046651_0_0_1;		2899397at2759;	P51606;	TF329027;		5.1.3.8;	P51606;	R-HSA-446210;		RENBP;	ENSG00000102032;	P51606;	cd00249;			IPR008928;IPR012341;IPR010819;IPR034116;	PTHR15108:SF0;PTHR15108;	PF07221;						SSF48208;
153	P51828	ADCY7	9606	ALTERNATIVE PRODUCTS:  	UPI000004C5DB	CCDS10741.1;	D25538;AC007597;BC126271;	NP_001105.1;XP_016878384.1;				P51828;	106626;					P51828;		9606.ENSP00000378187;	P51828;	CHEMBL2097167;	DB02587;											P51828;			P51828;	P51828;	P51828;		9606-ENSP00000378187;	P51828;	56430;	ENST00000254235.7;ENST00000394697.7;ENST00000673801.1;	113;	hsa:113;	113;	ADCY7;	HGNC:238;	ENSG00000121281;	600385;	NX_P51828;		PA28;	KOG3619;	ENSGT00940000159096;	CLU_001072_2_5_1;	LIMPKTA;	3686360at2759;	P51828;	TF313845;		4.6.1.1;	P51828;	R-HSA-163359;R-HSA-163615;R-HSA-164378;R-HSA-170660;R-HSA-170670;R-HSA-418555;R-HSA-418594;R-HSA-418597;R-HSA-432040;R-HSA-5610787;R-HSA-9634597;R-HSA-9660821;R-HSA-9664323;	P51828;	ADCY7;	ENSG00000121281;	P51828;	cd07302;			IPR001054;IPR018297;IPR032628;IPR030672;IPR009398;IPR029787;	PTHR45627;PTHR45627:SF9;	PF16214;PF06327;PF00211;	PIRSF039050;			PS00452;PS50125;	SM00044;	SSF55073;
154	P51841	GUCY2F	9606	ALTERNATIVE PRODUCTS:  	UPI000013C740	CCDS14545.1;	L37378;AL031387;	NP_001513.2;				P51841;	109241;					P51841;		9606.ENSP00000218006;														P51841;	rs755991142 rs34228145 rs33971675 rs33973457 rs12008095 rs502209 rs55966326 rs16985750 rs2272925 rs56293008 rs779221554 rs7883913 rs35474112 rs35726803 rs148663380 rs55735218			P51841;	P51841;		9606-ENSP00000218006;	P51841;	56431;	ENST00000218006.3;	2986;	hsa:2986;	2986;	GUCY2F;	HGNC:4691;	ENSG00000101890;	300041;	NX_P51841;		PA29071;	KOG1023;	ENSGT00940000162146;	CLU_001072_1_0_1;	SDMFEMM;	3683909at2759;	P51841;	TF106338;		4.6.1.2;	P51841;	R-HSA-2514859;			ENSG00000101890;		cd07302;cd06371;			IPR001054;IPR018297;IPR001828;IPR011645;IPR011009;IPR029787;IPR028082;IPR000719;IPR001245;	PTHR11920;PTHR11920:SF349;	PF01094;PF00211;PF07701;PF07714;		PR00109;		PS00452;PS50125;PS50011;	SM00044;	SSF55073;SSF53822;SSF56112;
155	P52209	PGD	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P52209-1; Sequence=Displayed; Name=2; IsoId=P52209-2; Sequence=VSP_055767;	UPI0000169DB9	CCDS113.1 [P52209-1];	U30255;AK290404;AK298830;AL139424;CH471130;BC000368;	NP_001291380.1;NP_001291381.1 [P52209-2];NP_002622.2 [P52209-1];		2JKV;4GWG;4GWK;5UQ9;		P52209;	111247;					P52209;	P52209;	9606.ENSP00000270776;	P52209;	CHEMBL3404;	DB02076;DB00851;DB00695;DB00789;DB00920;DB00814;DB00563;DB03962;DB00867;											P52209;	rs11547610		P52209;	P52209;	P52209;	P52209;	9606-ENSP00000270776;	P52209;	4884;56472 [P52209-1];	ENST00000270776.13 [P52209-1];	5226;	hsa:5226;	5226;	PGD;	HGNC:8891;	ENSG00000142657;	172200;	NX_P52209;		PA33229;	KOG2653;	ENSGT00390000009023;	CLU_024540_4_2_1;	FRTWNTG;	3013545at2759;	P52209;	TF300386;	MetaCyc:HS06949-MONOMER;	1.1.1.44;	P52209;	R-HSA-71336;R-HSA-9818028;	P52209;		ENSG00000142657;	P52209;				IPR008927;IPR013328;IPR006114;IPR006113;IPR006115;IPR006184;IPR036291;IPR006183;	PTHR11811;PTHR11811:SF50;	PF00393;PF03446;	PIRSF000109;	PR00076;		PS00461;	SM01350;	SSF48179;SSF51735;
156	P52429	DGKE	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P52429-1; Sequence=Displayed; Name=2; IsoId=P52429-2; Sequence=VSP_056957, VSP_056958;	UPI000012DD1F	CCDS11590.1 [P52429-1];	U49379;AC015912;AC106858;BC022297;AF136745;	NP_003638.1 [P52429-1];				P52429;	114096;					P52429;		9606.ENSP00000284061;		CHEMBL1075187;	DB14001;		SLP:000000546;									P52429;	rs312262694 rs312262695		P52429;	P52429;	P52429;		9606-ENSP00000284061;	P52429;	56484 [P52429-1];74029;	ENST00000284061.8 [P52429-1];ENST00000572810.1 [P52429-2];	8526;	hsa:8526;	8526;	DGKE;	HGNC:2852;	ENSG00000153933;	601440;615008;	NX_P52429;	357008;329903;	PA27313;	KOG1169;	ENSGT00940000158604;	CLU_1517427_0_0_1;	MQPDCER;	4642163at2759;	P52429;	TF313104;		2.7.1.107;	P52429;	R-HSA-114508;			ENSG00000153933;	P52429;	cd20801;cd20853;			IPR017438;IPR046349;IPR037607;IPR000756;IPR001206;IPR016064;IPR002219;	PTHR11255;PTHR11255:SF54;	PF00130;PF00609;PF00781;				PS50146;PS00479;PS50081;	SM00109;SM00045;SM00046;	SSF57889;SSF111331;
157	P52569	SLC7A2	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1; Synonyms=CAT-2B {ECO:0000303|PubMed:9174363}, CAT2B {ECO:0000269|PubMed:28684763}, SLC7A2B {ECO:0000269|PubMed:28684763}; IsoId=P52569-1; Sequence=Displayed; Name=2; Synonyms=CAT-2A {ECO:0000303|PubMed:9174363}, CAT2A {ECO:0000269|PubMed:28684763}, SLC7A2A {ECO:0000269|PubMed:28684763}; IsoId=P52569-2; Sequence=VSP_037354, VSP_023354; Name=3; IsoId=P52569-3; Sequence=VSP_037354;	UPI000035CC54	CCDS34852.1 [P52569-1];CCDS55203.1 [P52569-3];CCDS6002.2 [P52569-2];	D29990;U76368;U76369;AB020863;CH471080;BC069648;BC104905;BC113661;BC143583;AL832016;	NP_001008539.3 [P52569-1];NP_001158243.1 [P52569-3];NP_003037.4 [P52569-2];XP_005273667.1;XP_005273668.1 [P52569-1];XP_005273669.1 [P52569-1];XP_016869235.1 [P52569-1];XP_016869236.1;				P52569;	112433;					P52569;	P52569;	9606.ENSP00000004531;			DB00123;DB00129;									2.A.3.3.8;		P52569;	rs12680645 rs1134975 rs62622371 rs1981498		P52569;	P52569;	P52569;		9606-ENSP00000004531;	P52569;	56491 [P52569-1];56492 [P52569-2];56493 [P52569-3];	ENST00000004531.14 [P52569-3];ENST00000398090.3 [P52569-2];ENST00000494857.6 [P52569-1];ENST00000522656.5 [P52569-1];ENST00000640220.1 [P52569-1];	6542;	hsa:6542;	6542;	SLC7A2;	HGNC:11060;	ENSG00000003989;	601872;	NX_P52569;		PA35920;	KOG1286;	ENSGT00940000160440;	CLU_007946_15_7_1;	WFAKTHP;	1421713at2759;	P52569;	TF315212;			P52569;	R-HSA-352230;		SLC7A2;	ENSG00000003989;	P52569;				IPR002293;IPR004755;IPR029485;	PTHR43243:SF35;PTHR43243;	PF13520;PF13906;						
158	P52788	SMS	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=P52788-1; Sequence=Displayed; Name=2; IsoId=P52788-2; Sequence=VSP_034406;	UPI0000135E88	CCDS14203.1 [P52788-1];CCDS59161.1 [P52788-2];	Z49099;AD001528;AK313834;U53331;U73023;CH471074;BC009898;BC085621;	NP_001245352.1 [P52788-2];NP_004586.2 [P52788-1];		3C6K;3C6M;		P52788;	112495;					P52788;	P52788;	9606.ENSP00000385746;	P52788;	CHEMBL4934;	DB00127;											P52788;	rs121434610 rs397515549 rs1394834572 rs397515550 rs267607076 rs397515553		P52788;	P52788;	P52788;		9606-ENSP00000385746;	P52788;	56531 [P52788-1];56532 [P52788-2];	ENST00000379404.5 [P52788-2];ENST00000404933.7 [P52788-1];	6611;	hsa:6611;	6611;	SMS;	HGNC:11123;	ENSG00000102172;	300105;309583;	NX_P52788;	3063;	PA35972;	KOG1562;	ENSGT00870000136506;	CLU_048650_1_0_1;	FMEEWVF;	3059359at2759;	P52788;	TF324508;	MetaCyc:HS02362-MONOMER;	2.5.1.22;	P52788;	R-HSA-351202;		SMS_(gene);	ENSG00000102172;	P52788;	cd02440;			IPR030374;IPR030373;IPR029063;IPR035246;IPR037163;IPR015576;IPR040900;	PTHR46315;PTHR46315:SF1;	PF17284;PF01564;PF17950;				PS01330;PS51006;		SSF53335;
159	P52789	HK2	9606	ALTERNATIVE PRODUCTS:  	UPI00000706E4	CCDS1956.1;	Z46376;Z46354;Z46355;Z46604;Z46356;Z46357;Z46358;Z46359;Z46360;Z46361;Z46362;Z46363;Z46364;Z46365;Z46366;Z46367;Z46368;Z46369;AF148513;AY623118;CH471053;CH471053;BC021116;BC064369;D25412;	NP_000180.2;		2NZT;5HEX;5HFU;5HG1;		P52789;	109346;			DIP-50110N;		P52789;	P52789;	9606.ENSP00000290573;	P52789;	CHEMBL2640;												P52789;	rs2229621 rs28363006 rs28363015 rs28363016 rs61748096 rs28363029 rs145124653 rs185927605 rs28363057 rs2229629 rs28363065		P52789;	P52789;	P52789;		9606-ENSP00000290573;	P52789;	56533;	ENST00000290573.7;	3099;	hsa:3099;	3099;	HK2;	HGNC:4923;	ENSG00000159399;	601125;	NX_P52789;		PA29301;	KOG1369;	ENSGT00950000182787;		SYLVSWT;	5481886at2759;	P52789;	TF314238;	MetaCyc:HS08399-MONOMER;	2.7.1.1;	P52789;	R-HSA-70171;	P52789;	HK2;	ENSG00000159399;	P52789;	cd00012;			IPR043129;IPR001312;IPR019807;IPR022673;IPR022672;	PTHR19443;PTHR19443:SF4;	PF00349;PF03727;		PR00475;		PS00378;PS51748;		SSF53067;
160	P52790	HK3	9606	ALTERNATIVE PRODUCTS:  	UPI000006E237	CCDS4407.1;	U51333;CH471195;BC028129;U42303;	NP_002106.2;		3HM8;		P52790;	109348;					P52790;	P52790;	9606.ENSP00000292432;		CHEMBL2709;												P52790;	rs35610191 rs376532514 rs755546220		P52790;	P52790;	P52790;	P52790;	9606-ENSP00000292432;	P52790;	56534;	ENST00000292432.10;	3101;	hsa:3101;	3101;	HK3;	HGNC:4925;	ENSG00000160883;	142570;	NX_P52790;		PA29303;	KOG1369;	ENSGT00950000182787;	CLU_014393_1_0_1;	VRPCEVG;	5481886at2759;	P52790;	TF314238;	MetaCyc:HS08548-MONOMER;	2.7.1.1;	P52790;	R-HSA-6798695;R-HSA-70171;	P52790;	HK3;	ENSG00000160883;	P52790;	cd00012;			IPR043129;IPR001312;IPR019807;IPR022673;IPR022672;	PTHR19443;PTHR19443:SF1;	PF00349;PF03727;		PR00475;		PS00378;PS51748;		SSF53067;
161	P52824	DGKQ	9606	ALTERNATIVE PRODUCTS:  	UPI00001AE9B4	CCDS3342.1;	L38707;AC019103;BC063801;	NP_001338.2;					107979;					P52824;		9606.ENSP00000273814;			DB14001;		SLP:000000740;									P52824;	rs17855876		P52824;	P52824;	P52824;		9606-ENSP00000273814;	P52824;	56542;	ENST00000273814.8;	1609;	hsa:1609;	1609;	DGKQ;	HGNC:2856;	ENSG00000145214;	601207;	NX_P52824;		PA27317;	KOG1169;	ENSGT00940000159492;		TAHAVCY;	4642163at2759;	P52824;	TF312817;		2.7.1.107;	P52824;	R-HSA-114508;		DGKQ;	ENSG00000145214;	P52824;	cd20803;cd20804;cd20854;cd17111;cd01783;			IPR017438;IPR046349;IPR037607;IPR000756;IPR001206;IPR016064;IPR002219;IPR000159;IPR029071;	PTHR11255;PTHR11255:SF34;	PF00130;PF00609;PF00781;PF00788;				PS50146;PS50200;PS00479;PS50081;	SM00109;SM00045;SM00046;SM00314;	SSF57889;SSF111331;SSF54236;
