	Entry	Gene Names (primary)	Organism (ID)	Alternative products (isoforms)	EC number	Rhea ID	UniParc	Gene Ontology IDs	Chain	PubMed ID	CCDS	EMBL	RefSeq	BMRB	PDB	SASBDB	SMR	BioGRID	CORUM	ComplexPortal	DIP	ELM	IntAct	MINT	STRING	BindingDB	ChEMBL	DrugBank	DrugCentral	GuidetoPHARMACOLOGY	SwissLipids	Allergome	CAZy	IDEAL	MEROPS	PeroxiBase	REBASE	TCDB	DEPOD	PhosphoSitePlus	dbSNP	COMPLUYEAST-2DPAGE	EPD	MassIVE	MaxQB	PRIDE	PaxDb	PeptideAtlas	ProteomicsDB	Ensembl	EnsemblBacteria	EnsemblFungi	EnsemblMetazoa	EnsemblPlants	EnsemblProtists	GeneID	Gramene	KEGG	VectorBase	WBParaSite	ArachnoServer	CGD	ConoServer	CTD	dictyBase	EchoBASE	GeneCards	HGNC	HPA	MGI	MIM	neXtProt	Orphanet	PharmGKB	PomBase	RGD	SGD	TAIR	TubercuList	VGNC	WormBase	Xenbase	ZFIN	eggNOG	GeneTree	HOGENOM	OMA	OrthoDB	PhylomeDB	TreeFam	BioCyc	BRENDA	PathwayCommons	Reactome	SIGNOR	GeneWiki	Bgee	ExpressionAtlas	CDD	DisProt	HAMAP	InterPro	PANTHER	Pfam	PIRSF	PRINTS	PROSITE	SMART	SUPFAM
563	Q9H2U2	PPA2	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=5; Name=1; IsoId=Q9H2U2-1; Sequence=Displayed; Name=2; IsoId=Q9H2U2-2; Sequence=VSP_011651; Name=3; IsoId=Q9H2U2-3; Sequence=VSP_011652; Name=4; IsoId=Q9H2U2-4; Sequence=VSP_011649, VSP_011650; Name=5; IsoId=Q9H2U2-6; Sequence=VSP_046256;	3.6.1.1	RHEA:24576	UPI000013D9E2	GO:0000287; GO:0004427; GO:0004722; GO:0005739; GO:0005759; GO:0006796; GO:0045202; GO:0051881; GO:0071344	"CHAIN 33..334; /note=""Inorganic pyrophosphatase 2, mitochondrial""; /id=""PRO_0000025411"""	14702039; 15815621; 15489334; 11042152; 11230166; 12665801; 15210126; 18669648; 19690332; 19608861; 20068231; 21269460; 21406692; 23186163; 24275569; 25944712; 27523598; 27523597	CCDS34043.1 [Q9H2U2-4];CCDS3667.1 [Q9H2U2-1];CCDS3668.2 [Q9H2U2-3];CCDS3669.2 [Q9H2U2-6];	AB026722;AF217187;AK000466;AK297096;AC004066;AC106888;BC022803;BC039462;BC057219;AF161473;AL136655;	NP_008834.3 [Q9H2U2-3];NP_789842.2 [Q9H2U2-6];NP_789843.2 [Q9H2U2-4];NP_789845.1 [Q9H2U2-1];				Q9H2U2;	117979;					Q9H2U2;	Q9H2U2;	9606.ENSP00000343885;															Q9H2U2;	rs1057517679 rs1057517680 rs139076647 rs546693824 rs146013446 rs138215926 rs13787 rs1057517678		Q9H2U2;	Q9H2U2;	Q9H2U2;		9606-ENSP00000343885;	Q9H2U2;	31561;80594 [Q9H2U2-1];80595 [Q9H2U2-2];80596 [Q9H2U2-3];80597 [Q9H2U2-4];	ENST00000341695.10 [Q9H2U2-1];ENST00000348706.9 [Q9H2U2-3];ENST00000354147.7 [Q9H2U2-4];ENST00000432483.6 [Q9H2U2-6];						27068;		hsa:27068;						27068;			PPA2;	HGNC:28883;	ENSG00000138777;		609988;617222;617223;	NX_Q9H2U2;		PA142671159;										KOG1626;	ENSGT00390000017004;	CLU_1763017_0_0_1;	WFENYKV;	156at2759;	Q9H2U2;	TF300887;		3.6.1.1;	Q9H2U2;	R-HSA-379726;R-HSA-71737;			ENSG00000138777;	Q9H2U2;	cd00412;			IPR008162;IPR036649;	PTHR10286;PTHR10286:SF49;	PF00719;			PS00387;		SSF50324;
564	Q9H3S4	TPK1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9H3S4-1; Sequence=Displayed; Name=2; IsoId=Q9H3S4-2; Sequence=VSP_056302, VSP_056303;	2.7.6.2	RHEA:11576	UPI000004FD50	GO:0004788; GO:0005524; GO:0005829; GO:0006772; GO:0009229; GO:0016301; GO:0016310; GO:0030975; GO:0042802	"CHAIN 1..243; /note=""Thiamin pyrophosphokinase 1""; /id=""PRO_0000072647"""	11342111; 11342117; 15664409; 14702039; 12853948; 15489334; 22152682	CCDS5888.1 [Q9H3S4-1];	AB028138;AF297710;AY206415;AK026374;AK289652;AC004534;AC004743;AC004833;AC004864;AC005677;AC074384;CH471146;CH471146;BC040555;BC068460;	NP_001035947.1;NP_071890.2 [Q9H3S4-1];XP_005250027.1 [Q9H3S4-1];XP_011514349.1;XP_011514350.1;XP_011514352.1;XP_016867462.1;XP_016867471.1;XP_016867472.1;XP_016867473.1;XP_016867474.1;XP_016867475.1;		3S4Y;		Q9H3S4;	117952;					Q9H3S4;	Q9H3S4;	9606.ENSP00000353165;		CHEMBL6155;	DB04768;DB00152;	Q9H3S4;											Q9H3S4;	rs387906936 rs387906935 rs371271054		Q9H3S4;	Q9H3S4;	Q9H3S4;		9606-ENSP00000353165;	Q9H3S4;	80748 [Q9H3S4-1];	ENST00000360057.7 [Q9H3S4-1];						27010;		hsa:27010;						27010;			TPK1;	HGNC:17358;	ENSG00000196511;		606370;614458;	NX_Q9H3S4;	293955;	PA38235;										KOG3153;	ENSGT00390000016016;		HHLYMMT;	102116at2759;	Q9H3S4;	TF313224;		2.7.6.2;	Q9H3S4;	R-HSA-196819;		TPK1;	ENSG00000196511;	Q9H3S4;	cd07995;			IPR006282;IPR016966;IPR007373;IPR036371;IPR007371;IPR036759;	PTHR13622;PTHR13622:SF8;	PF04265;PF04263;	PIRSF031057;			SM00983;	SSF63999;SSF63862;
565	Q9H477	RBKS	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9H477-1; Sequence=Displayed; Name=2; IsoId=Q9H477-2; Sequence=VSP_054380;	2.7.1.15	RHEA:13697	UPI000003B021	GO:0004747; GO:0005524; GO:0005634; GO:0005829; GO:0006098; GO:0019303; GO:0042802; GO:0046872	"CHAIN 1..322; /note=""Ribokinase""; /id=""PRO_0000080092"""	14702039; 15815621; 15489334; 17585908	CCDS1762.1 [Q9H477-1];	AJ404857;AY643715;AK300989;AC021171;AC110084;BC017425;	NP_001274509.1;NP_071411.1 [Q9H477-1];		2FV7;5BYC;5BYD;5BYE;5BYF;5C3Y;5C3Z;5C40;5C41;6WJZ;6WK0;		Q9H477;	122046;					Q9H477;	Q9H477;	9606.ENSP00000306817;															Q9H477;			Q9H477;	Q9H477;	Q9H477;		9606-ENSP00000306817;	Q9H477;	5255;80790 [Q9H477-1];	ENST00000302188.8 [Q9H477-1];						64080;		hsa:64080;						64080;			RBKS;	HGNC:30325;	ENSG00000171174;		611132;	NX_Q9H477;		PA134951602;										KOG2855;	ENSGT00390000005743;	CLU_027634_2_3_1;	DIVLIQQ;	1217765at2759;	Q9H477;	TF105770;		2.7.1.15;	Q9H477;	R-HSA-71336;	Q9H477;		ENSG00000171174;	Q9H477;	cd01174;		MF_01987;	IPR002173;IPR011877;IPR011611;IPR002139;IPR029056;	PTHR10584:SF166;PTHR10584;	PF00294;		PR00990;	PS00584;		SSF53613;
566	Q9H479	FN3K	9606	ALTERNATIVE PRODUCTS:  	2.7.1.171; 2.7.1.172	RHEA:59832 RHEA:48432 RHEA:61392	UPI000000D9F6	GO:0005524; GO:0005829; GO:0016301; GO:0016310; GO:0030389; GO:0030393; GO:0030855; GO:0036525; GO:0043687; GO:0102193; GO:0102194	"CHAIN 1..309; /note=""Fructosamine-3-kinase""; /id=""PRO_0000216337"""	11016445; 15489334; 11522682; 21269460; 11975663; 14633848	CCDS11818.1;	AJ404615;BC042680;	NP_071441.1;				Q9H479;	122075;					Q9H479;		9606.ENSP00000300784;															Q9H479;			Q9H479;	Q9H479;	Q9H479;		9606-ENSP00000300784;	Q9H479;	80792;	ENST00000300784.8;						64122;		hsa:64122;						64122;			FN3K;	HGNC:24822;	ENSG00000167363;		608425;	NX_Q9H479;		PA134870460;										KOG3021;	ENSGT00390000005730;	CLU_036517_0_1_1;	GQAYETD;	2101593at2759;	Q9H479;	TF313452;	MetaCyc:ENSG00000167363-MONOMER;	2.7.1.171;	Q9H479;	R-HSA-163841;		FN3K;Fructosamine-3-kinase;	ENSG00000167363;					IPR016477;IPR011009;	PTHR12149;PTHR12149:SF9;	PF03881;	PIRSF006221;				SSF56112;
567	Q9H4A3	WNK1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative promoter usage, Alternative splicing; Named isoforms=6; Comment=WNK1 is a complex 33-exons gene, in total 9 WNK1 exons are alternatively spliced, some expressed in a tissue-specific manner. Additional isoforms seems to exist.; Name=1; Synonyms=L-WNK1 {ECO:0000303|PubMed:22701532}; IsoId=Q9H4A3-1; Sequence=Displayed; Name=2 {ECO:0000303|PubMed:9205841}; IsoId=Q9H4A3-2; Sequence=VSP_040269, VSP_050638; Name=3; Synonyms=KS-WNK1, Kidney-Specific; IsoId=Q9H4A3-4; Sequence=VSP_050634, VSP_050637; Name=4; Synonyms=Brain and spinal cord variant; IsoId=Q9H4A3-5; Sequence=VSP_040268; Name=5; Synonyms=Dorsal root ganglia and sciatic nerve variant, DRG and sciatic nerve variant; IsoId=Q9H4A3-6; Sequence=VSP_040267, VSP_040270; Name=6; IsoId=Q9H4A3-7; Sequence=VSP_040267, VSP_053767;	2.7.11.1	RHEA:17989 RHEA:46608	UPI000013CD65	GO:0002028; GO:0003084; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0006811; GO:0006884; GO:0007165; GO:0007507; GO:0010507; GO:0010766; GO:0010793; GO:0010820; GO:0016020; GO:0018105; GO:0018107; GO:0019901; GO:0019902; GO:0030295; GO:0030644; GO:0031397; GO:0032991; GO:0033633; GO:0034115; GO:0034260; GO:0035556; GO:0035725; GO:0038116; GO:0043232; GO:0045050; GO:0045766; GO:0048666; GO:0050852; GO:0055075; GO:0055080; GO:0071474; GO:0072686; GO:0090188; GO:0090263; GO:0097022; GO:0106310; GO:0140693; GO:0140694; GO:1902305; GO:1903038; GO:1903077; GO:1903490; GO:1904062; GO:1904595; GO:1990869	"CHAIN 1..2382; /note=""Serine/threonine-protein kinase WNK1""; /id=""PRO_0000086819"""	11571656; 22701532; 16541075; 10660600; 9205841; 12168954; 2507249; 14645531; 15489334; 15060842; 11498583; 15883153; 16263722; 15911806; 17081983; 16964243; 16832045; 17190791; 18521183; 18220336; 18669648; 19413330; 19739668; 19665974; 19690332; 20068231; 21269460; 21321328; 21220314; 21406692; 22989884; 23838290; 23387299; 23186163; 23576762; 24275569; 25362046; 25477473; 27911840; 29196535; 29581290; 31656913; 34289367; 33964204; 36318922; 36373794; 24803536; 27712055; 28771350; 16959974; 17344846	CCDS73419.1 [Q9H4A3-5];CCDS8506.1 [Q9H4A3-1];	AJ296290;JQ358908;FJ515833;FJ515833;FJ515833;AC004765;AC004803;AF061944;AB002342;AY231477;BC013629;BC130467;BC130469;BK004108;	NP_001171914.1 [Q9H4A3-6];NP_055638.2;NP_061852.3 [Q9H4A3-1];NP_998820.3 [Q9H4A3-5];XP_016875326.1;XP_016875327.1 [Q9H4A3-2];	Q9H4A3;	4PWN;5TF9;5WDY;5WE8;6FBK;		Q9H4A3;	122403;	Q9H4A3;		DIP-32648N;	Q9H4A3;	Q9H4A3;	Q9H4A3;	9606.ENSP00000341292;	Q9H4A3;	CHEMBL1075173;			2280;										Q9H4A3;	rs11554421 rs34880640 rs34728563 rs34408667 rs2286007 rs11833299 rs56015776 rs956868 rs7955371 rs56351358 rs12828016 rs17755373 rs36083875 rs56262445		Q9H4A3;	Q9H4A3;	Q9H4A3;			Q9H4A3;	80804 [Q9H4A3-1];80805 [Q9H4A3-2];80806 [Q9H4A3-4];80807 [Q9H4A3-5];80808 [Q9H4A3-6];	ENST00000315939.11 [Q9H4A3-1];ENST00000340908.9 [Q9H4A3-5];ENST00000530271.6 [Q9H4A3-7];ENST00000537687.5 [Q9H4A3-6];ENST00000675631.1 [Q9H4A3-4];						65125;		hsa:65125;						65125;			WNK1;	HGNC:14540;	ENSG00000060237;		201300;605232;614492;	NX_Q9H4A3;	970;88940;	PA33782;										KOG0584;	ENSGT00940000155474;		PEPNGMT;	5478852at2759;	Q9H4A3;	TF315363;			Q9H4A3;	R-HSA-2672351;	Q9H4A3;	WNK1;	ENSG00000060237;	Q9H4A3;	cd14030;			IPR011009;IPR024678;IPR000719;IPR008271;	PTHR13902;PTHR13902:SF46;	PF12202;PF00069;			PS50011;PS00108;	SM00220;	SSF56112;
568	Q9H773	DCTPP1	9606	ALTERNATIVE PRODUCTS:  	3.6.1.12	RHEA:22636	UPI000006D6D4	GO:0000287; GO:0005634; GO:0005654; GO:0005739; GO:0005829; GO:0006253; GO:0009143; GO:0032556; GO:0042262; GO:0042802; GO:0047429; GO:0047840	"CHAIN 2..170; /note=""dCTP pyrophosphatase 1""; /id=""PRO_0000291769"""	14702039; 15489334; 18691976; 18669648; 19413330; 21269460; 22814378; 23186163; 24467396; 25944712	CCDS10680.1;	AY453409;AF212242;AF210430;CR457335;AK024843;BC001344;	NP_077001.1;		7MU5;		Q9H773;	122527;					Q9H773;	Q9H773;	9606.ENSP00000322524;	Q9H773;	CHEMBL3769292;													Q9H773;			Q9H773;	Q9H773;	Q9H773;		9606-ENSP00000322524;	Q9H773;	81085;	ENST00000319285.5;						79077;		hsa:79077;						79077;			DCTPP1;	HGNC:28777;	ENSG00000179958;		615840;	NX_Q9H773;		PA164718733;										ENOG502S210;	ENSGT00390000017709;	CLU_110454_0_1_1;	MQADFTD;	5485883at2759;	Q9H773;	TF300237;		3.6.1.12;	Q9H773;	R-HSA-499943;	Q9H773;	XTP3-transactivated_gene_A_protein;	ENSG00000179958;	Q9H773;	cd11537;			IPR025984;	PTHR46523;PTHR46523:SF1;	PF12643;					SSF101386;
569	Q9H8H3	TMT1A	9606	ALTERNATIVE PRODUCTS:  	2.1.1.348; 2.1.1.9	RHEA:18277 RHEA:55584	UPI000003B00C	GO:0001649; GO:0001734; GO:0005576; GO:0005783; GO:0005811; GO:0006306; GO:0008168; GO:0016020; GO:0042476; GO:0080009; GO:1904724	"CHAIN 30..244; /note=""Thiol S-methyltransferase TMT1A""; /id=""PRO_0000251921"""	12975309; 14702039; 15489334; 17974005; 18477614; 19773358; 21269460; 24275569; 26185986; 34226523; 34790668; 34980213; 37137720	CCDS8804.1;	AJ536233;AY358797;AK023693;AK024409;BC004492;BC008180;AL050159;AF113007;	NP_054752.3;XP_006719395.1;				Q9H8H3;	117366;					Q9H8H3;	Q9H8H3;	9606.ENSP00000448785;															Q9H8H3;	rs28372674		Q9H8H3;	Q9H8H3;	Q9H8H3;		9606-ENSP00000448785;	Q9H8H3;	81213;	ENST00000332160.5;ENST00000547104.1;ENST00000548553.1;						25840;		hsa:25840;						25840;			TMT1A;	HGNC:24550;	ENSG00000185432;		618338;	NX_Q9H8H3;		PA128394635;										KOG4300;	ENSGT00940000154786;		PLWYYFG;	3078228at2759;	Q9H8H3;	TF331790;			Q9H8H3;	R-HSA-6798695;			ENSG00000185432;	Q9H8H3;	cd02440;			IPR013216;IPR029063;	PTHR45036;PTHR45036:SF5;	PF08241;					SSF53335;
570	Q9H993	ARMT1	9606	ALTERNATIVE PRODUCTS:  	2.1.1.-; 3.1.3.-	RHEA:35603 RHEA:28002 RHEA:24452	UPI00000708C7	GO:0006974; GO:0008757; GO:0008983; GO:0016791; GO:0019899; GO:0032259; GO:0046872; GO:0051998; GO:0097023; GO:0103026	"CHAIN 2..441; /note=""Damage-control phosphatase ARMT1""; /id=""PRO_0000230795"""	14702039; 14574404; 15489334; 17974005; 19413330; 19608861; 21269460; 22814378; 24275569; 25732820; 27322068	CCDS5233.1;	AK022972;AL590543;BC011348;AL110241;	NP_001273491.1;NP_078849.1;		6UMQ;6UMR;		Q9H993;	122754;					Q9H993;	Q9H993;	9606.ENSP00000356263;															Q9H993;	rs35036943 rs17850732 rs35734927 rs34437617 rs36037706 rs35989216 rs35972078		Q9H993;	Q9H993;	Q9H993;		9606-ENSP00000356263;	Q9H993;	81298;	ENST00000367294.4;						79624;		hsa:79624;						79624;			ARMT1;	HGNC:17872;	ENSG00000146476;		616332;	NX_Q9H993;		PA134870747;										KOG3870;	ENSGT00530000064023;	CLU_030117_0_0_1;	KAEWNAF;	317975at2759;	Q9H993;	TF314853;			Q9H993;				ENSG00000146476;	Q9H993;				IPR036075;IPR039763;IPR002791;	PTHR12260:SF6;PTHR12260;	PF01937;					SSF111321;
571	Q9HA64	FN3KRP	9606	ALTERNATIVE PRODUCTS:  	2.7.1.-; 2.7.1.172	RHEA:48432 RHEA:61392	UPI000006F7D6	GO:0005524; GO:0005829; GO:0016301; GO:0016310; GO:0043687; GO:0102193	"CHAIN 1..309; /note=""Ketosamine-3-kinase""; /id=""PRO_0000216339"""	14633848; 11230166; 14702039; 15489334; 15137908; 15331600; 18637789; 19369195; 21269460	CCDS11817.1;	AY360465;AL136631;AK022233;BC001458;BC007611;BC014408;	NP_078895.2;				Q9HA64;	122797;					Q9HA64;		9606.ENSP00000269373;		CHEMBL4295947;													Q9HA64;	rs3748811		Q9HA64;	Q9HA64;	Q9HA64;		9606-ENSP00000269373;	Q9HA64;	81378;	ENST00000269373.11;						79672;		hsa:79672;						79672;			FN3KRP;	HGNC:25700;	ENSG00000141560;		611683;	NX_Q9HA64;		PA164720079;										KOG3021;	ENSGT00390000005730;	CLU_036517_0_1_1;	RECDIAM;	2101593at2759;	Q9HA64;	TF313452;	MetaCyc:ENSG00000141560-MONOMER;	2.7.1.171;2.7.1.172;	Q9HA64;	R-HSA-163841;		FN3KRP;	ENSG00000141560;	Q9HA64;				IPR016477;IPR011009;	PTHR12149;PTHR12149:SF10;	PF03881;	PIRSF006221;				SSF56112;
572	Q9HAB8	PPCS	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9HAB8-1; Sequence=Displayed; Name=2; IsoId=Q9HAB8-2; Sequence=VSP_045796;	6.3.2.51	RHEA:25156 RHEA:19397	UPI000035B21F	GO:0003015; GO:0004632; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006085; GO:0015937; GO:0042802; GO:0042803	"CHAIN 2..311; /note=""Phosphopantothenate--cysteine ligase""; /id=""PRO_0000182040"""	14702039; 16710414; 15489334; 11923312; 21269460; 22223895; 22814378; 24275569; 12906824; 29754768	CCDS41311.1 [Q9HAB8-1];CCDS41312.1 [Q9HAB8-2];	AK021900;AL445669;BC012383;BC104938;BC106064;BC112015;	NP_001070915.1 [Q9HAB8-2];NP_001274435.1 [Q9HAB8-2];NP_001274437.1 [Q9HAB8-2];NP_001274438.1 [Q9HAB8-2];NP_001274439.1 [Q9HAB8-2];NP_001274440.1;NP_078940.2 [Q9HAB8-1];		1P9O;7EDZ;		Q9HAB8;	122833;					Q9HAB8;		9606.ENSP00000361642;															Q9HAB8;	rs1557776329 rs1557778277		Q9HAB8;	Q9HAB8;	Q9HAB8;		9606-ENSP00000361642;	Q9HAB8;	65473;81390 [Q9HAB8-1];	ENST00000372561.4 [Q9HAB8-1];ENST00000372562.1 [Q9HAB8-2];						79717;		hsa:79717;						79717;			PPCS;	HGNC:25686;	ENSG00000127125;		609853;618189;	NX_Q9HAB8;	154;	PA142671158;										KOG2728;	ENSGT00950000182834;	CLU_042326_3_0_1;	YAVIFMY;	2917677at2759;	Q9HAB8;	TF105615;	MetaCyc:HS13229-MONOMER;	6.3.2.51;	Q9HAB8;	R-HSA-196783;		Phosphopantothenate%E2%80%94cysteine_ligase;	ENSG00000127125;	Q9HAB8;				IPR035929;IPR007085;	PTHR12290;PTHR12290:SF2;	PF04127;					SSF102645;
573	Q9HBH5	RDH14	9606	ALTERNATIVE PRODUCTS:  	1.1.1.300	RHEA:25033 RHEA:54916 RHEA:54912	UPI0000048EE2	GO:0001649; GO:0005634; GO:0005654; GO:0005765; GO:0005783; GO:0005789; GO:0005829; GO:0016020; GO:0052650; GO:0102354	"CHAIN 1..336; /note=""Retinol dehydrogenase 14""; /id=""PRO_0000054770"""	12975309; 15489334; 12435598; 20068231; 21269460; 25944712	CCDS1693.1;	AF237952;AY358511;BC009830;	NP_065956.1;				Q9HBH5;	121698;					Q9HBH5;	Q9HBH5;	9606.ENSP00000370648;			DB00162;			SLP:000001788;									Q9HBH5;			Q9HBH5;	Q9HBH5;	Q9HBH5;		9606-ENSP00000370648;	Q9HBH5;	81552;	ENST00000381249.4;						57665;		hsa:57665;						57665;			RDH14;	HGNC:19979;	ENSG00000240857;			NX_Q9HBH5;		PA134872714;										KOG1208;	ENSGT00940000160181;	CLU_010194_44_5_1;	YNKSFAY;	2912584at2759;	Q9HBH5;	TF105429;		1.1.1.300;1.1.1.71;	Q9HBH5;	R-HSA-5365859;		RDH14;	ENSG00000240857;	Q9HBH5;	cd09807;			IPR036291;IPR002347;	PTHR43157:SF31;PTHR43157;	PF00106;		PR00081;PR00080;			SSF51735;
574	Q9HCJ1	ANKH	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9HCJ1-1; Sequence=Displayed; Name=2; IsoId=Q9HCJ1-2; Sequence=VSP_055824;		RHEA:75687 RHEA:33183	UPI000003F535	GO:0001501; GO:0005315; GO:0005347; GO:0005576; GO:0005886; GO:0007626; GO:0010467; GO:0015114; GO:0016020; GO:0019867; GO:0030282; GO:0030500; GO:0030504; GO:0046716; GO:0055062; GO:0055074; GO:0055085; GO:0071344; GO:0071529; GO:0140928; GO:1904383; GO:1904669	"CHAIN 1..492; /note=""Mineralization regulator ANKH""; /id=""PRO_0000137467"""	10894769; 10997877; 12975309; 14702039; 15372022; 15489334; 32639996; 35147247; 11326338; 11326272; 12297987; 12297989; 13130483; 20943778	CCDS3885.1 [Q9HCJ1-1];	AF274753;AB046801;AY358503;AK001799;AC010491;AC016575;AC025456;AK315012;CH471102;CH471102;BC009835;BC014526;	NP_473368.1 [Q9HCJ1-1];				Q9HCJ1;	121103;					Q9HCJ1;		9606.ENSP00000284268;													2.A.66.9.1;		Q9HCJ1;	rs121908409 rs121908410 rs121908407 rs121908405 rs28939080 rs121908408		Q9HCJ1;	Q9HCJ1;	Q9HCJ1;		9606-ENSP00000284268;	Q9HCJ1;	3485;81736 [Q9HCJ1-1];	ENST00000284268.8 [Q9HCJ1-1];						56172;		hsa:56172;						56172;			ANKH;	HGNC:15492;	ENSG00000154122;		118600;123000;605145;	NX_Q9HCJ1;	1522;1416;	PA24801;										ENOG502QWCU;	ENSGT00390000012189;	CLU_044298_0_0_1;	KWLTIGM;	5398683at2759;	Q9HCJ1;	TF333504;			Q9HCJ1;	R-HSA-5223345;	Q9HCJ1;	ANKH;	ENSG00000154122;	Q9HCJ1;				IPR009887;	PTHR28384;PTHR28384:SF1;	PF07260;
575	Q9HCP0	CSNK1G1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1L; IsoId=Q9HCP0-1; Sequence=Displayed; Name=1S; IsoId=Q9HCP0-2; Sequence=VSP_004748;	2.7.11.1	RHEA:17989 RHEA:46608	UPI000003F575	GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0005886; GO:0006897; GO:0007165; GO:0016055; GO:0016310; GO:0090263; GO:0106310	"CHAIN 1..422; /note=""Casein kinase I isoform gamma-1""; /id=""PRO_0000192839"""	11124537; 17974005; 15489334; 14759258; 18691976; 21680713; 17344846; 24463883	CCDS10192.2 [Q9HCP0-1];	AB042563;AB042562;AL832551;CH471082;BC017236;BC130613;BC136504;	NP_001316535.1 [Q9HCP0-1];NP_071331.2 [Q9HCP0-1];		2CMW;		Q9HCP0;	119824;					Q9HCP0;	Q9HCP0;	9606.ENSP00000475724;	Q9HCP0;	CHEMBL2426;	DB08325;	Q9HCP0;	1999;										Q9HCP0;	rs55799101 rs587777544 rs55699712		Q9HCP0;	Q9HCP0;	Q9HCP0;		9606-ENSP00000305777;	Q9HCP0;	81782 [Q9HCP0-1];81783 [Q9HCP0-2];	ENST00000303052.13 [Q9HCP0-1];ENST00000606225.1 [Q9HCP0-2];						53944;		hsa:53944;						53944;			CSNK1G1;	HGNC:2454;	ENSG00000169118;		606274;	NX_Q9HCP0;		PA26954;										KOG1165;	ENSGT00940000155628;	CLU_019279_2_0_1;	RANICRT;	1534388at2759;	Q9HCP0;	TF313349;		2.7.11.1;	Q9HCP0;		Q9HCP0;		ENSG00000169118;	Q9HCP0;	cd14126;			IPR022247;IPR011009;IPR000719;IPR017441;IPR008271;	PTHR11909:SF156;PTHR11909;	PF12605;PF00069;			PS00107;PS50011;PS00108;	SM00220;	SSF56112;
