	node_id	node_alias	node_source	node_type	alias_type
8236	rs5757921	rs5757921	dbsnp	snp	identifier
8237	rs577860843	rs577860843	dbsnp	snp	identifier
8238	rs58022607	rs58022607	dbsnp	snp	identifier
8239	rs58238559	rs58238559	dbsnp	snp	identifier
8240	rs5825	rs5825	dbsnp	snp	identifier
8241	rs5826	rs5826	dbsnp	snp	identifier
8242	rs5828	rs5828	dbsnp	snp	identifier
8243	rs5830	rs5830	dbsnp	snp	identifier
8244	rs5831	rs5831	dbsnp	snp	identifier
8245	rs5832	rs5832	dbsnp	snp	identifier
8246	rs5835	rs5835	dbsnp	snp	identifier
8247	rs5836	rs5836	dbsnp	snp	identifier
8248	rs5837	rs5837	dbsnp	snp	identifier
8249	rs5838	rs5838	dbsnp	snp	identifier
8250	rs58557444	rs58557444	dbsnp	snp	identifier
8251	rs587776702	rs587776702	dbsnp	snp	identifier
8252	rs587776864	rs587776864	dbsnp	snp	identifier
8253	rs587776937	rs587776937	dbsnp	snp	identifier
8254	rs587776984	rs587776984	dbsnp	snp	identifier
8255	rs587776985	rs587776985	dbsnp	snp	identifier
8256	rs587776987	rs587776987	dbsnp	snp	identifier
8257	rs587776988	rs587776988	dbsnp	snp	identifier
8258	rs587776989	rs587776989	dbsnp	snp	identifier
8259	rs587776990	rs587776990	dbsnp	snp	identifier
8260	rs587776991	rs587776991	dbsnp	snp	identifier
8261	rs587777052	rs587777052	dbsnp	snp	identifier
8262	rs587777111	rs587777111	dbsnp	snp	identifier
8263	rs587777181	rs587777181	dbsnp	snp	identifier
8264	rs587777182	rs587777182	dbsnp	snp	identifier
8265	rs587777183	rs587777183	dbsnp	snp	identifier
8266	rs587777184	rs587777184	dbsnp	snp	identifier
8267	rs587777185	rs587777185	dbsnp	snp	identifier
8268	rs587777188	rs587777188	dbsnp	snp	identifier
8269	rs587777189	rs587777189	dbsnp	snp	identifier
8270	rs587777190	rs587777190	dbsnp	snp	identifier
8271	rs587777191	rs587777191	dbsnp	snp	identifier
8272	rs587777194	rs587777194	dbsnp	snp	identifier
8273	rs587777195	rs587777195	dbsnp	snp	identifier
8274	rs587777227	rs587777227	dbsnp	snp	identifier
8275	rs587777228	rs587777228	dbsnp	snp	identifier
8276	rs587777331	rs587777331	dbsnp	snp	identifier
8277	rs587777332	rs587777332	dbsnp	snp	identifier
8278	rs587777333	rs587777333	dbsnp	snp	identifier
8279	rs587777334	rs587777334	dbsnp	snp	identifier
8280	rs587777354	rs587777354	dbsnp	snp	identifier
8281	rs587777401	rs587777401	dbsnp	snp	identifier
8282	rs587777402	rs587777402	dbsnp	snp	identifier
8283	rs587777403	rs587777403	dbsnp	snp	identifier
8284	rs587777404	rs587777404	dbsnp	snp	identifier
8285	rs587777413	rs587777413	dbsnp	snp	identifier
8286	rs587777415	rs587777415	dbsnp	snp	identifier
8287	rs587777483	rs587777483	dbsnp	snp	identifier
8288	rs587777544	rs587777544	dbsnp	snp	identifier
8289	rs587777562	rs587777562	dbsnp	snp	identifier
8290	rs587777565	rs587777565	dbsnp	snp	identifier
8291	rs587777615	rs587777615	dbsnp	snp	identifier
8292	rs587777692	rs587777692	dbsnp	snp	identifier
8293	rs587777696	rs587777696	dbsnp	snp	identifier
8294	rs587777713	rs587777713	dbsnp	snp	identifier
8295	rs587777714	rs587777714	dbsnp	snp	identifier
8296	rs587777716	rs587777716	dbsnp	snp	identifier
8297	rs587777718	rs587777718	dbsnp	snp	identifier
8298	rs587777764	rs587777764	dbsnp	snp	identifier
8299	rs587777765	rs587777765	dbsnp	snp	identifier
8300	rs587777770	rs587777770	dbsnp	snp	identifier
8301	rs587777771	rs587777771	dbsnp	snp	identifier
8302	rs587777777	rs587777777	dbsnp	snp	identifier
8303	rs587777778	rs587777778	dbsnp	snp	identifier
8304	rs587777854	rs587777854	dbsnp	snp	identifier
8305	rs587779408	rs587779408	dbsnp	snp	identifier
8306	rs587782316	rs587782316	dbsnp	snp	identifier
8307	rs587782343	rs587782343	dbsnp	snp	identifier
8308	rs587782350	rs587782350	dbsnp	snp	identifier
8309	rs587782360	rs587782360	dbsnp	snp	identifier
8310	rs587782603	rs587782603	dbsnp	snp	identifier
8311	rs587782835	rs587782835	dbsnp	snp	identifier
8312	rs587783298	rs587783298	dbsnp	snp	identifier
8313	rs587783299	rs587783299	dbsnp	snp	identifier
8314	rs587783304	rs587783304	dbsnp	snp	identifier
8315	rs587783307	rs587783307	dbsnp	snp	identifier
8316	rs587783309	rs587783309	dbsnp	snp	identifier
8317	rs587783313	rs587783313	dbsnp	snp	identifier
8318	rs587783315	rs587783315	dbsnp	snp	identifier
8319	rs587783316	rs587783316	dbsnp	snp	identifier
8320	rs587783317	rs587783317	dbsnp	snp	identifier
8321	rs587783318	rs587783318	dbsnp	snp	identifier
8322	rs587783319	rs587783319	dbsnp	snp	identifier
8323	rs587783320	rs587783320	dbsnp	snp	identifier
8324	rs587783595	rs587783595	dbsnp	snp	identifier
8325	rs587783596	rs587783596	dbsnp	snp	identifier
8326	rs587783597	rs587783597	dbsnp	snp	identifier
8327	rs587783598	rs587783598	dbsnp	snp	identifier
8328	rs587783599	rs587783599	dbsnp	snp	identifier
8329	rs587783754	rs587783754	dbsnp	snp	identifier
8330	rs587783755	rs587783755	dbsnp	snp	identifier
8331	rs587783759	rs587783759	dbsnp	snp	identifier
8332	rs587783762	rs587783762	dbsnp	snp	identifier
8333	rs587783764	rs587783764	dbsnp	snp	identifier
8334	rs587783772	rs587783772	dbsnp	snp	identifier
8335	rs587783788	rs587783788	dbsnp	snp	identifier
8336	rs587783789	rs587783789	dbsnp	snp	identifier
8337	rs587783796	rs587783796	dbsnp	snp	identifier
8338	rs587783801	rs587783801	dbsnp	snp	identifier
8339	rs587783809	rs587783809	dbsnp	snp	identifier
8340	rs587783816	rs587783816	dbsnp	snp	identifier
8341	rs587783832	rs587783832	dbsnp	snp	identifier
8342	rs587783835	rs587783835	dbsnp	snp	identifier
8343	rs587783836	rs587783836	dbsnp	snp	identifier
8344	rs587783841	rs587783841	dbsnp	snp	identifier
8345	rs587783848	rs587783848	dbsnp	snp	identifier
8346	rs587783850	rs587783850	dbsnp	snp	identifier
8347	rs587783851	rs587783851	dbsnp	snp	identifier
8348	rs587783856	rs587783856	dbsnp	snp	identifier
8349	rs590787	rs590787	dbsnp	snp	identifier
8350	rs590813	rs590813	dbsnp	snp	identifier
8351	rs592644	rs592644	dbsnp	snp	identifier
8352	rs5957	rs5957	dbsnp	snp	identifier
8353	rs59851484	rs59851484	dbsnp	snp	identifier
8354	rs59866108	rs59866108	dbsnp	snp	identifier
8355	rs59912467	rs59912467	dbsnp	snp	identifier
8356	rs59959366	rs59959366	dbsnp	snp	identifier
8357	rs60003608	rs60003608	dbsnp	snp	identifier
8358	rs60322991	rs60322991	dbsnp	snp	identifier
8359	rs60431989	rs60431989	dbsnp	snp	identifier
8360	rs6048066	rs6048066	dbsnp	snp	identifier
8361	rs606231229	rs606231229	dbsnp	snp	identifier
8362	rs606231255	rs606231255	dbsnp	snp	identifier
8363	rs606231302	rs606231302	dbsnp	snp	identifier
8364	rs606231427	rs606231427	dbsnp	snp	identifier
8365	rs606231428	rs606231428	dbsnp	snp	identifier
8366	rs606231430	rs606231430	dbsnp	snp	identifier
8367	rs606231433	rs606231433	dbsnp	snp	identifier
8368	rs606231437	rs606231437	dbsnp	snp	identifier
8369	rs606231443	rs606231443	dbsnp	snp	identifier
8370	rs606231444	rs606231444	dbsnp	snp	identifier
8371	rs606231446	rs606231446	dbsnp	snp	identifier
8372	rs606231447	rs606231447	dbsnp	snp	identifier
8373	rs60782127	rs60782127	dbsnp	snp	identifier
8374	rs6084654	rs6084654	dbsnp	snp	identifier
8375	rs609320	rs609320	dbsnp	snp	identifier
8376	rs60986317	rs60986317	dbsnp	snp	identifier
8377	rs615942	rs615942	dbsnp	snp	identifier
8378	rs61729156	rs61729156	dbsnp	snp	identifier
8379	rs61730509	rs61730509	dbsnp	snp	identifier
8380	rs61732239	rs61732239	dbsnp	snp	identifier
8381	rs61754634	rs61754634	dbsnp	snp	identifier
8382	rs61755431	rs61755431	dbsnp	snp	identifier
8383	rs62029711	rs62029711	dbsnp	snp	identifier
8384	rs62070884	rs62070884	dbsnp	snp	identifier
8385	rs62181680	rs62181680	dbsnp	snp	identifier
8386	rs6267	rs6267	dbsnp	snp	identifier
8387	rs6270	rs6270	dbsnp	snp	identifier
8388	rs630612	rs630612	dbsnp	snp	identifier
8389	rs63749809	rs63749809	dbsnp	snp	identifier
8390	rs63750021	rs63750021	dbsnp	snp	identifier
8391	rs63750073	rs63750073	dbsnp	snp	identifier
8392	rs63750134	rs63750134	dbsnp	snp	identifier
8393	rs63750423	rs63750423	dbsnp	snp	identifier
8394	rs63750461	rs63750461	dbsnp	snp	identifier
8395	rs63750674	rs63750674	dbsnp	snp	identifier
8396	rs63750752	rs63750752	dbsnp	snp	identifier
8397	rs63750801	rs63750801	dbsnp	snp	identifier
8398	rs63750840	rs63750840	dbsnp	snp	identifier
8399	rs63751148	rs63751148	dbsnp	snp	identifier
8400	rs63751196	rs63751196	dbsnp	snp	identifier
8401	rs63751285	rs63751285	dbsnp	snp	identifier
8402	rs63751417	rs63751417	dbsnp	snp	identifier
8403	rs6413485	rs6413485	dbsnp	snp	identifier
8404	rs642454	rs642454	dbsnp	snp	identifier
8405	rs6446261	rs6446261	dbsnp	snp	identifier
8406	rs6504191	rs6504191	dbsnp	snp	identifier
8407	rs6504459	rs6504459	dbsnp	snp	identifier
8408	rs6597801	rs6597801	dbsnp	snp	identifier
8409	rs6599079	rs6599079	dbsnp	snp	identifier
8410	rs6670759	rs6670759	dbsnp	snp	identifier
8411	rs6676290	rs6676290	dbsnp	snp	identifier
8412	rs66904256	rs66904256	dbsnp	snp	identifier
8413	rs6690497	rs6690497	dbsnp	snp	identifier
8414	rs6712141	rs6712141	dbsnp	snp	identifier
8415	rs672601372	rs672601372	dbsnp	snp	identifier
8416	rs6741892	rs6741892	dbsnp	snp	identifier
8417	rs6746030	rs6746030	dbsnp	snp	identifier
8418	rs676785	rs676785	dbsnp	snp	identifier
8419	rs67876345	rs67876345	dbsnp	snp	identifier
8420	rs67939114	rs67939114	dbsnp	snp	identifier
8421	rs6834	rs6834	dbsnp	snp	identifier
8422	rs688976	rs688976	dbsnp	snp	identifier
8423	rs6921269	rs6921269	dbsnp	snp	identifier
8424	rs699	rs699	dbsnp	snp	identifier
8425	rs699512	rs699512	dbsnp	snp	identifier
8426	rs7023954	rs7023954	dbsnp	snp	identifier
8427	rs707555	rs707555	dbsnp	snp	identifier
8428	rs70953684	rs70953684	dbsnp	snp	identifier
8429	rs70953693	rs70953693	dbsnp	snp	identifier
8430	rs70959686	rs70959686	dbsnp	snp	identifier
8431	rs70965427	rs70965427	dbsnp	snp	identifier
8432	rs7121106	rs7121106	dbsnp	snp	identifier
8433	rs713040	rs713040	dbsnp	snp	identifier
8434	rs71318369	rs71318369	dbsnp	snp	identifier
8435	rs71428908	rs71428908	dbsnp	snp	identifier
8436	rs714368	rs714368	dbsnp	snp	identifier
8437	rs71647827	rs71647827	dbsnp	snp	identifier
8438	rs71647828	rs71647828	dbsnp	snp	identifier
8439	rs71653619	rs71653619	dbsnp	snp	identifier
8440	rs7185	rs7185	dbsnp	snp	identifier
8441	rs7215148	rs7215148	dbsnp	snp	identifier
8442	rs7215880	rs7215880	dbsnp	snp	identifier
8443	rs723685	rs723685	dbsnp	snp	identifier
8444	rs72547556	rs72547556	dbsnp	snp	identifier
8445	rs72547558	rs72547558	dbsnp	snp	identifier
8446	rs72547559	rs72547559	dbsnp	snp	identifier
8447	rs72547560	rs72547560	dbsnp	snp	identifier
8448	rs72547562	rs72547562	dbsnp	snp	identifier
8449	rs72547563	rs72547563	dbsnp	snp	identifier
8450	rs72547564	rs72547564	dbsnp	snp	identifier
8451	rs72547565	rs72547565	dbsnp	snp	identifier
8452	rs72547566	rs72547566	dbsnp	snp	identifier
8453	rs72547567	rs72547567	dbsnp	snp	identifier
8454	rs72547568	rs72547568	dbsnp	snp	identifier
8455	rs72547569	rs72547569	dbsnp	snp	identifier
8456	rs72547570	rs72547570	dbsnp	snp	identifier
8457	rs72547571	rs72547571	dbsnp	snp	identifier
8458	rs72547572	rs72547572	dbsnp	snp	identifier
8459	rs72547573	rs72547573	dbsnp	snp	identifier
8460	rs72547575	rs72547575	dbsnp	snp	identifier
8461	rs72547576	rs72547576	dbsnp	snp	identifier
8462	rs72552255	rs72552255	dbsnp	snp	identifier
8463	rs72552259	rs72552259	dbsnp	snp	identifier
8464	rs72552271	rs72552271	dbsnp	snp	identifier
8465	rs72552285	rs72552285	dbsnp	snp	identifier
8466	rs72552736	rs72552736	dbsnp	snp	identifier
8467	rs72552740	rs72552740	dbsnp	snp	identifier
8468	rs72552773	rs72552773	dbsnp	snp	identifier
8469	rs72552776	rs72552776	dbsnp	snp	identifier
8470	rs72552777	rs72552777	dbsnp	snp	identifier
8471	rs72552778	rs72552778	dbsnp	snp	identifier
8472	rs72552779	rs72552779	dbsnp	snp	identifier
8473	rs72552781	rs72552781	dbsnp	snp	identifier
8474	rs72552784	rs72552784	dbsnp	snp	identifier
8475	rs72554639	rs72554639	dbsnp	snp	identifier
8476	rs72554642	rs72554642	dbsnp	snp	identifier
8477	rs72554644	rs72554644	dbsnp	snp	identifier
8478	rs72554646	rs72554646	dbsnp	snp	identifier
8479	rs72554651	rs72554651	dbsnp	snp	identifier
8480	rs72554652	rs72554652	dbsnp	snp	identifier
8481	rs72554654	rs72554654	dbsnp	snp	identifier
8482	rs72554655	rs72554655	dbsnp	snp	identifier
8483	rs72554657	rs72554657	dbsnp	snp	identifier
8484	rs72554664	rs72554664	dbsnp	snp	identifier
8485	rs72554665	rs72554665	dbsnp	snp	identifier
8486	rs727503109	rs727503109	dbsnp	snp	identifier
8487	rs727503110	rs727503110	dbsnp	snp	identifier
8488	rs727503811	rs727503811	dbsnp	snp	identifier
8489	rs727503960	rs727503960	dbsnp	snp	identifier
8490	rs727504166	rs727504166	dbsnp	snp	identifier
8491	rs727505360	rs727505360	dbsnp	snp	identifier
8492	rs72811487	rs72811487	dbsnp	snp	identifier
8493	rs730881979	rs730881979	dbsnp	snp	identifier
8494	rs730881981	rs730881981	dbsnp	snp	identifier
8495	rs730882177	rs730882177	dbsnp	snp	identifier
8496	rs732774	rs732774	dbsnp	snp	identifier
8497	rs7334118	rs7334118	dbsnp	snp	identifier
8498	rs73598374	rs73598374	dbsnp	snp	identifier
8499	rs74315283	rs74315283	dbsnp	snp	identifier
8500	rs74315351	rs74315351	dbsnp	snp	identifier
8501	rs74315352	rs74315352	dbsnp	snp	identifier
8502	rs74315353	rs74315353	dbsnp	snp	identifier
8503	rs74315354	rs74315354	dbsnp	snp	identifier
8504	rs74315362	rs74315362	dbsnp	snp	identifier
8505	rs74315452	rs74315452	dbsnp	snp	identifier
8506	rs74315453	rs74315453	dbsnp	snp	identifier
8507	rs74503330	rs74503330	dbsnp	snp	identifier
8508	rs745306359	rs745306359	dbsnp	snp	identifier
8509	rs74551128	rs74551128	dbsnp	snp	identifier
8510	rs745593394	rs745593394	dbsnp	snp	identifier
8511	rs74571530	rs74571530	dbsnp	snp	identifier
8512	rs74575103	rs74575103	dbsnp	snp	identifier
8513	rs745756308	rs745756308	dbsnp	snp	identifier
8514	rs746120802	rs746120802	dbsnp	snp	identifier
8515	rs746407800	rs746407800	dbsnp	snp	identifier
8516	rs746466314	rs746466314	dbsnp	snp	identifier
8517	rs746484727	rs746484727	dbsnp	snp	identifier
8518	rs746485916	rs746485916	dbsnp	snp	identifier
8519	rs746501563	rs746501563	dbsnp	snp	identifier
8520	rs746610168	rs746610168	dbsnp	snp	identifier
8521	rs746930990	rs746930990	dbsnp	snp	identifier
8522	rs747080824	rs747080824	dbsnp	snp	identifier
8523	rs747097960	rs747097960	dbsnp	snp	identifier
8524	rs747119727	rs747119727	dbsnp	snp	identifier
8525	rs747143343	rs747143343	dbsnp	snp	identifier
8526	rs747156884	rs747156884	dbsnp	snp	identifier
8527	rs747342458	rs747342458	dbsnp	snp	identifier
8528	rs747442925	rs747442925	dbsnp	snp	identifier
8529	rs747549978	rs747549978	dbsnp	snp	identifier
8530	rs747584649	rs747584649	dbsnp	snp	identifier
8531	rs748090636	rs748090636	dbsnp	snp	identifier
8532	rs748190164	rs748190164	dbsnp	snp	identifier
8533	rs7483	rs7483	dbsnp	snp	identifier
8534	rs748436361	rs748436361	dbsnp	snp	identifier
8535	rs748447593	rs748447593	dbsnp	snp	identifier
8536	rs748506175	rs748506175	dbsnp	snp	identifier
8537	rs748589919	rs748589919	dbsnp	snp	identifier
8538	rs748657435	rs748657435	dbsnp	snp	identifier
8539	rs748852415	rs748852415	dbsnp	snp	identifier
8540	rs749037771	rs749037771	dbsnp	snp	identifier
8541	rs749085322	rs749085322	dbsnp	snp	identifier
8542	rs749094324	rs749094324	dbsnp	snp	identifier
8543	rs749171049	rs749171049	dbsnp	snp	identifier
8544	rs749288233	rs749288233	dbsnp	snp	identifier
8545	rs749380700	rs749380700	dbsnp	snp	identifier
8546	rs749400108	rs749400108	dbsnp	snp	identifier
8547	rs749595299	rs749595299	dbsnp	snp	identifier
8548	rs749780769	rs749780769	dbsnp	snp	identifier
8549	rs749913156	rs749913156	dbsnp	snp	identifier
8550	rs750004231	rs750004231	dbsnp	snp	identifier
8551	rs750019452	rs750019452	dbsnp	snp	identifier
8552	rs750176786	rs750176786	dbsnp	snp	identifier
8553	rs750201480	rs750201480	dbsnp	snp	identifier
8554	rs750407121	rs750407121	dbsnp	snp	identifier
8555	rs750431938	rs750431938	dbsnp	snp	identifier
8556	rs750455879	rs750455879	dbsnp	snp	identifier
8557	rs750540943	rs750540943	dbsnp	snp	identifier
8558	rs750779804	rs750779804	dbsnp	snp	identifier
8559	rs7508518	rs7508518	dbsnp	snp	identifier
8560	rs750857114	rs750857114	dbsnp	snp	identifier
8561	rs750949508	rs750949508	dbsnp	snp	identifier
8562	rs751078884	rs751078884	dbsnp	snp	identifier
8563	rs751269562	rs751269562	dbsnp	snp	identifier
8564	rs751590073	rs751590073	dbsnp	snp	identifier
8565	rs751610198	rs751610198	dbsnp	snp	identifier
8566	rs7516274	rs7516274	dbsnp	snp	identifier
8567	rs751710854	rs751710854	dbsnp	snp	identifier
8568	rs751798708	rs751798708	dbsnp	snp	identifier
8569	rs751972865	rs751972865	dbsnp	snp	identifier
8570	rs752034960	rs752034960	dbsnp	snp	identifier
8571	rs752078407	rs752078407	dbsnp	snp	identifier
8572	rs752100894	rs752100894	dbsnp	snp	identifier
8573	rs752148586	rs752148586	dbsnp	snp	identifier
8574	rs752155450	rs752155450	dbsnp	snp	identifier
8575	rs752232718	rs752232718	dbsnp	snp	identifier
8576	rs752397242	rs752397242	dbsnp	snp	identifier
8577	rs752599948	rs752599948	dbsnp	snp	identifier
8578	rs752614554	rs752614554	dbsnp	snp	identifier
8579	rs752626614	rs752626614	dbsnp	snp	identifier
8580	rs752783461	rs752783461	dbsnp	snp	identifier
8581	rs752850609	rs752850609	dbsnp	snp	identifier
8582	rs752927520	rs752927520	dbsnp	snp	identifier
8583	rs753044473	rs753044473	dbsnp	snp	identifier
8584	rs753161833	rs753161833	dbsnp	snp	identifier
8585	rs753267653	rs753267653	dbsnp	snp	identifier
8586	rs75326924	rs75326924	dbsnp	snp	identifier
8587	rs753318087	rs753318087	dbsnp	snp	identifier
8588	rs753330854	rs753330854	dbsnp	snp	identifier
8589	rs753381	rs753381	dbsnp	snp	identifier
8590	rs753414892	rs753414892	dbsnp	snp	identifier
8591	rs753508874	rs753508874	dbsnp	snp	identifier
8592	rs7535528	rs7535528	dbsnp	snp	identifier
8593	rs753594031	rs753594031	dbsnp	snp	identifier
8594	rs753632453	rs753632453	dbsnp	snp	identifier
8595	rs753710639	rs753710639	dbsnp	snp	identifier
8596	rs753759474	rs753759474	dbsnp	snp	identifier
8597	rs753862880	rs753862880	dbsnp	snp	identifier
8598	rs75389940	rs75389940	dbsnp	snp	identifier
8599	rs75391579	rs75391579	dbsnp	snp	identifier
8600	rs754196530	rs754196530	dbsnp	snp	identifier
8601	rs754230211	rs754230211	dbsnp	snp	identifier
8602	rs754429587	rs754429587	dbsnp	snp	identifier
8603	rs754521581	rs754521581	dbsnp	snp	identifier
8604	rs754667801	rs754667801	dbsnp	snp	identifier
8605	rs754853545	rs754853545	dbsnp	snp	identifier
8606	rs754967473	rs754967473	dbsnp	snp	identifier
8607	rs754973425	rs754973425	dbsnp	snp	identifier
8608	rs754995756	rs754995756	dbsnp	snp	identifier
8609	rs755169246	rs755169246	dbsnp	snp	identifier
8610	rs755202606	rs755202606	dbsnp	snp	identifier
8611	rs755222515	rs755222515	dbsnp	snp	identifier
8612	rs75527207	rs75527207	dbsnp	snp	identifier
8613	rs755402538	rs755402538	dbsnp	snp	identifier
8614	rs75541969	rs75541969	dbsnp	snp	identifier
8615	rs75543815	rs75543815	dbsnp	snp	identifier
8616	rs755492501	rs755492501	dbsnp	snp	identifier
8617	rs75549581	rs75549581	dbsnp	snp	identifier
8618	rs755522396	rs755522396	dbsnp	snp	identifier
8619	rs755546220	rs755546220	dbsnp	snp	identifier
8620	rs755554442	rs755554442	dbsnp	snp	identifier
8621	rs755851188	rs755851188	dbsnp	snp	identifier
8622	rs755851304	rs755851304	dbsnp	snp	identifier
8623	rs755885744	rs755885744	dbsnp	snp	identifier
8624	rs755948940	rs755948940	dbsnp	snp	identifier
8625	rs756021768	rs756021768	dbsnp	snp	identifier
8626	rs756029120	rs756029120	dbsnp	snp	identifier
8627	rs756210458	rs756210458	dbsnp	snp	identifier
8628	rs756525492	rs756525492	dbsnp	snp	identifier
8629	rs756549939	rs756549939	dbsnp	snp	identifier
8630	rs756639609	rs756639609	dbsnp	snp	identifier
8631	rs756682220	rs756682220	dbsnp	snp	identifier
8632	rs756883878	rs756883878	dbsnp	snp	identifier
8633	rs75731670	rs75731670	dbsnp	snp	identifier
8634	rs757341382	rs757341382	dbsnp	snp	identifier
8635	rs757349699	rs757349699	dbsnp	snp	identifier
8636	rs757359024	rs757359024	dbsnp	snp	identifier
8637	rs757369209	rs757369209	dbsnp	snp	identifier
8638	rs757386104	rs757386104	dbsnp	snp	identifier
8639	rs757480516	rs757480516	dbsnp	snp	identifier
8640	rs757483045	rs757483045	dbsnp	snp	identifier
8641	rs75763344	rs75763344	dbsnp	snp	identifier
8642	rs757693457	rs757693457	dbsnp	snp	identifier
8643	rs757838708	rs757838708	dbsnp	snp	identifier
8644	rs75789129	rs75789129	dbsnp	snp	identifier
8645	rs757934797	rs757934797	dbsnp	snp	identifier
8646	rs758038726	rs758038726	dbsnp	snp	identifier
8647	rs758100110	rs758100110	dbsnp	snp	identifier
8648	rs758132799	rs758132799	dbsnp	snp	identifier
8649	rs758252808	rs758252808	dbsnp	snp	identifier
8650	rs758278200	rs758278200	dbsnp	snp	identifier
8651	rs758327704	rs758327704	dbsnp	snp	identifier
8652	rs758355520	rs758355520	dbsnp	snp	identifier
8653	rs758379595	rs758379595	dbsnp	snp	identifier
8654	rs758495626	rs758495626	dbsnp	snp	identifier
8655	rs758868427	rs758868427	dbsnp	snp	identifier
8656	rs758897498	rs758897498	dbsnp	snp	identifier
8657	rs759091754	rs759091754	dbsnp	snp	identifier
8658	rs759109027	rs759109027	dbsnp	snp	identifier
8659	rs759223327	rs759223327	dbsnp	snp	identifier
8660	rs759253242	rs759253242	dbsnp	snp	identifier
8661	rs759284637	rs759284637	dbsnp	snp	identifier
8662	rs759332123	rs759332123	dbsnp	snp	identifier
8663	rs759333796	rs759333796	dbsnp	snp	identifier
8664	rs759396688	rs759396688	dbsnp	snp	identifier
