Entry	Entry Name	Protein	Protein Names	Gene Names (Primary)	Length	Mass
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Liver 2D page spot 40) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12)	PRDX6	224	25035
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH) (FR) (EC 1.5.1.30) (Biliverdin reductase B) (BVR-B) (EC 1.3.1.-) (Biliverdin-IX beta-reductase) (Green heme-binding protein) (GHBP) (NADPH-dependent diaphorase) (NADPH-flavin reductase) (FLR) (S-nitroso-CoA-assisted nitrosyltransferase) (SNO-CoA-assisted nitrosyltransferase) (EC 2.6.99.-)	BLVRB	206	22119
P30044	PRDX5_HUMAN	PRDX5	"Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)"	PRDX5	214	22086
P30046	DOPD_HUMAN	DOPD	D-dopachrome decarboxylase (EC 4.1.1.84) (D-dopachrome tautomerase) (Phenylpyruvate tautomerase II)	DDT	118	12712
P30047	GFRP_HUMAN	GFRP	GTP cyclohydrolase 1 feedback regulatory protein (GFRP) (GTP cyclohydrolase I feedback regulatory protein) (p35)	GCHFR	84	9698
P30050	RL12_HUMAN	RL12	Large ribosomal subunit protein uL11 (60S ribosomal protein L12)	RPL12	165	17819
P30085	KCY_HUMAN	KCY	UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK)	CMPK1	196	22222
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein) (RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)]	PEBP1	187	21057
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60)	PDIA3	505	56782
P30153	2AAA_HUMAN	2AAA	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (PP2Aa) (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha)	PPP2R1A	589	65309
P30154	2AAB_HUMAN	2AAB	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform (PP2A subunit A isoform PR65-beta) (PP2A subunit A isoform R1-beta)	PPP2R1B	601	66214
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (HsNMT1) (NMT 1) (Type I N-myristoyltransferase) (Peptide N-myristoyltransferase 1) (Protein-lysine myristoyltransferase NMT1) (EC 2.3.1.-)	NMT1	496	56806
P30566	PUR8_HUMAN	PUR8	Adenylosuccinate lyase (ADSL) (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	ADSL	484	54889
P30613	KPYR_HUMAN	KPYR	Pyruvate kinase PKLR (EC 2.7.1.40) (Pyruvate kinase 1) (Pyruvate kinase isozymes L/R) (R-type/L-type pyruvate kinase) (Red cell/liver pyruvate kinase)	PKLR	574	61830
P30626	SORCN_HUMAN	SORCN	Sorcin (22 kDa protein) (CP-22) (CP22) (V19)	SRI	198	21676
P30711	GSTT1_HUMAN	GSTT1	Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST class-theta-1) (Glutathione transferase T1-1)	GSTT1	240	27335
P30740	ILEU_HUMAN	ILEU	Leukocyte elastase inhibitor (LEI) (Monocyte/neutrophil elastase inhibitor) (EI) (M/NEI) (Peptidase inhibitor 2) (PI-2) (Serpin B1)	SERPINB1	379	42742
P31150	GDIA_HUMAN	GDIA	Rab GDP dissociation inhibitor alpha (Rab GDI alpha) (Guanosine diphosphate dissociation inhibitor 1) (GDI-1) (Oligophrenin-2) (Protein XAP-4)	GDI1	447	50583
P31153	METK2_HUMAN	METK2	S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2) (Methionine adenosyltransferase II) (MAT-II)	MAT2A	395	43661
P31939	PUR9_HUMAN	PUR9	"Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase) (ATIC) [Cleaved into: Bifunctional purine biosynthesis protein ATIC, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR formyltransferase) (AICAR transformylase); Inosine 5'-monophosphate cyclohydrolase (IMP cyclohydrolase) (EC 3.5.4.10) (IMP synthase) (Inosinicase)]"	ATIC	592	64616
P31941	ABC3A_HUMAN	ABC3A	DNA dC->dU-editing enzyme APOBEC-3A (A3A) (EC 3.5.4.38) (Phorbolin-1)	APOBEC3A	199	23012
P31942	HNRH3_HUMAN	HNRH3	Heterogeneous nuclear ribonucleoprotein H3 (hnRNP H3) (Heterogeneous nuclear ribonucleoprotein 2H9) (hnRNP 2H9)	HNRNPH3	346	36926
P31943	HNRH1_HUMAN	HNRH1	"Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]"	HNRNPH1	449	49229
P31946	1433B_HUMAN	1433B	"14-3-3 protein beta/alpha (Protein 1054) (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]"	YWHAB	246	28082
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521)	STIP1	543	62639
P32019	I5P2_HUMAN	I5P2	"Type II inositol 1,4,5-trisphosphate 5-phosphatase (EC 3.1.3.36) (75 kDa inositol polyphosphate-5-phosphatase) (Phosphoinositide 5-phosphatase) (5PTase)"	INPP5B	993	112852
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2 (EC 1.11.1.24) (Natural killer cell-enhancing factor B) (NKEF-B) (PRP) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1) (Thioredoxin-dependent peroxiredoxin 2)	PRDX2	198	21892
P32121	ARRB2_HUMAN	ARRB2	Beta-arrestin-2 (Arrestin beta-2) (Non-visual arrestin-3)	ARRB2	409	46106
P32856	STX2_HUMAN	STX2	Syntaxin-2 (Epimorphin)	STX2	288	33341
P32929	CGL_HUMAN	CGL	Cystathionine gamma-lyase (CGL) (CSE) (EC 4.4.1.1) (Cysteine desulfhydrase) (Cysteine-protein sulfhydrase) (Gamma-cystathionase) (Homocysteine desulfhydrase) (EC 4.4.1.2)	CTH	405	44508
P32969	RL9_HUMAN	RL9	Large ribosomal subunit protein uL6 (60S ribosomal protein L9)	RPL9; RPL9P7; RPL9P8; RPL9P9	192	21863
P33176	KINH_HUMAN	KINH	Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC)	KIF5B	963	109685
P33527	MRP1_HUMAN	MRP1	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)	ABCC1	1531	171591
P34896	GLYC_HUMAN	GLYC	"Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)"	SHMT1	483	53083
P34932	HSP74_HUMAN	HSP74	Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2) (Heat shock protein family H member 2)	HSPA4	840	94331
P35030	TRY3_HUMAN	TRY3	Trypsin-3 (EC 3.4.21.4) (Brain trypsinogen) (Mesotrypsin) (Mesotrypsinogen) (Serine protease 3) (Serine protease 4) (Trypsin III) (Trypsin IV)	PRSS3	304	32529
P35236	PTN7_HUMAN	PTN7	Tyrosine-protein phosphatase non-receptor type 7 (EC 3.1.3.48) (Hematopoietic protein-tyrosine phosphatase) (HEPTP) (Protein-tyrosine phosphatase LC-PTP)	PTPN7	360	40529
P35237	SPB6_HUMAN	SPB6	Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor)	SERPINB6	376	42622
P35241	RADI_HUMAN	RADI	Radixin	RDX	583	68564
P35527	K1C9_HUMAN	K1C9	"Keratin, type I cytoskeletal 9 (Cytokeratin-9) (CK-9) (Keratin-9) (K9)"	KRT9	623	62064
P35542	SAA4_HUMAN	SAA4	Serum amyloid A-4 protein (Constitutively expressed serum amyloid A protein) (C-SAA)	SAA4	130	14747
P35579	MYH9_HUMAN	MYH9	"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)"	MYH9	1960	226532
P35580	MYH10_HUMAN	MYH10	"Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)"	MYH10	1976	228999
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102)	COPB2	906	102487
P35611	ADDA_HUMAN	ADDA	Alpha-adducin (Erythrocyte adducin subunit alpha)	ADD1	737	80955
P35612	ADDB_HUMAN	ADDB	Beta-adducin (Erythrocyte adducin subunit beta)	ADD2	726	80854
P35613	BASI_HUMAN	BASI	Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Hepatoma-associated antigen) (HAb18G) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147)	BSG	385	42200
P35670	ATP7B_HUMAN	ATP7B	Copper-transporting ATPase 2 (EC 7.2.2.8) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa]	ATP7B	1465	157263
P35754	GLRX1_HUMAN	GLRX1	Glutaredoxin-1 (Thioltransferase-1) (TTase-1)	GLRX	106	11776
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A (EC 3.1.3.16) (Protein phosphatase 2C isoform alpha) (PP2C-alpha) (Protein phosphatase IA)	PPM1A	382	42448
P35858	ALS_HUMAN	ALS	Insulin-like growth factor-binding protein complex acid labile subunit (ALS)	IGFALS	605	66035
P35908	K22E_HUMAN	K22E	"Keratin, type II cytoskeletal 2 epidermal (Cytokeratin-2e) (CK-2e) (Epithelial keratin-2e) (Keratin-2 epidermis) (Keratin-2e) (K2e) (Type-II keratin Kb2)"	KRT2	639	65433
P35998	PRS7_HUMAN	PRS7	26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2)	PSMC2	433	48634
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	ARL3	182	20456
P36507	MP2K2_HUMAN	MP2K2	Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)	MAP2K2	400	44424
P36543	VATE1_HUMAN	VATE1	V-type proton ATPase subunit E 1 (V-ATPase subunit E 1) (V-ATPase 31 kDa subunit) (p31) (Vacuolar proton pump subunit E 1)	ATP6V1E1	226	26145
P36551	HEM6_HUMAN	HEM6	"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)"	CPOX	454	50152
P36639	8ODP_HUMAN	8ODP	"Oxidized purine nucleoside triphosphate hydrolase (EC 3.6.1.56) (2-hydroxy-dATP diphosphatase) (7,8-dihydro-8-oxoguanine triphosphatase) (8-oxo-dGTPase) (Methylated purine nucleoside triphosphate hydrolase) (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 1) (Nudix motif 1)"	NUDT1	156	17952
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1)	PGM1	562	61449
P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1 (GTP-binding protein HSR1)	GNL1	607	68661
P36955	PEDF_HUMAN	PEDF	Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)	SERPINF1	418	46312
P36959	GMPR1_HUMAN	GMPR1	GMP reductase 1 (GMPR 1) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 1) (Guanosine monophosphate reductase 1)	GMPR	345	37419
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase GPX4 (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4) (EC 1.11.1.9)	GPX4	197	22175
P36980	FHR2_HUMAN	FHR2	Complement factor H-related protein 2 (FHR-2) (DDESK59) (H factor-like 3) (H factor-like protein 2)	CFHR2	270	30651
P37235	HPCL1_HUMAN	HPCL1	Hippocalcin-like protein 1 (Calcium-binding protein BDR-1) (HLP2) (Visinin-like protein 3) (VILIP-3)	HPCAL1	193	22313
P37802	TAGL2_HUMAN	TAGL2	Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog)	TAGLN2	199	22391
P37837	TALDO_HUMAN	TALDO	Transaldolase (EC 2.2.1.2)	TALDO1	337	37540
P37840	SYUA_HUMAN	SYUA	Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP)	SNCA	140	14460
P38159	RBMX_HUMAN	RBMX	"RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]"	RBMX	391	42332
P38606	VATA_HUMAN	VATA	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar ATPase isoform VA68) (Vacuolar proton pump subunit alpha)	ATP6V1A	617	68304
P38919	IF4A3_HUMAN	IF4A3	"Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Eukaryotic translation initiation factor 4A isoform 3) (Nuclear matrix protein 265) (NMP 265) (hNMP 265) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]"	EIF4A3	411	46871
P39687	AN32A_HUMAN	AN32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (pp32) (Leucine-rich acidic nuclear protein) (LANP) (Mapmodulin) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A) (Putative HLA-DR-associated protein I) (PHAPI)	ANP32A	249	28585
P40227	TCPZ_HUMAN	TCPZ	T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (Chaperonin containing T-complex polypeptide 1 subunit 6A) (HTR3) (Tcp20)	CCT6A	531	58024
P40925	MDHC_HUMAN	MDHC	"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Aromatic alpha-keto acid reductase) (KAR) (EC 1.1.1.96) (Cytosolic malate dehydrogenase)"	MDH1	334	36426
P41091	IF2G_HUMAN	IF2G	Eukaryotic translation initiation factor 2 subunit 3 (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma X) (eIF2-gamma X) (eIF2gX)	EIF2S3	472	51109
P41214	EIF2D_HUMAN	EIF2D	Eukaryotic translation initiation factor 2D (eIF2d) (Hepatocellular carcinoma-associated antigen 56) (Ligatin)	EIF2D	584	64706
P41227	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog A) (hARD1) (NatA catalytic subunit Naa10)	NAA10	235	26459
P42025	ACTY_HUMAN	ACTY	Beta-centractin (Actin-related protein 1B) (ARP1B)	ACTR1B	376	42293
P42226	STAT6_HUMAN	STAT6	Signal transducer and activator of transcription 6 (IL-4 Stat)	STAT6	847	94135
P42330	AK1C3_HUMAN	AK1C3	"Aldo-keto reductase family 1 member C3 (EC 1.1.1.-) (EC 1.1.1.210) (EC 1.1.1.53) (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 5) (17-beta-HSD 5) (3-alpha-HSD type II, brain) (3-alpha-hydroxysteroid dehydrogenase type 2) (3-alpha-HSD type 2) (EC 1.1.1.357) (Chlordecone reductase homolog HAKRb) (Dihydrodiol dehydrogenase 3) (DD-3) (DD3) (Dihydrodiol dehydrogenase type I) (HA1753) (Prostaglandin F synthase) (PGFS) (EC 1.1.1.188) (Testosterone 17-beta-dehydrogenase 5) (EC 1.1.1.239, EC 1.1.1.64)"	AKR1C3	323	36853
P42338	PK3CB_HUMAN	PK3CB	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta) (Serine/threonine protein kinase PIK3CB) (EC 2.7.11.1)"	PIK3CB	1070	122762
P42345	MTOR_HUMAN	MTOR	Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1) (Tyrosine-protein kinase mTOR) (EC 2.7.10.2)	MTOR	2549	288892
P42566	EPS15_HUMAN	EPS15	Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p)	EPS15	896	98656
P42574	CASP3_HUMAN	CASP3	Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]	CASP3	277	31608
P42765	THIM_HUMAN	THIM	"3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acetyltransferase) (EC 2.3.1.9) (Acetyl-CoA acyltransferase) (Acyl-CoA hydrolase, mitochondrial) (EC 3.1.2.-, EC 3.1.2.1, EC 3.1.2.2) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase) (T1)"	ACAA2	397	41924
P42858	HD_HUMAN	HD	"Huntingtin (Huntington disease protein) (HD protein) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]"	HTT	3142	347603
P43034	LIS1_HUMAN	LIS1	Platelet-activating factor acetylhydrolase IB subunit beta (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)	PAFAH1B1	410	46638
P43250	GRK6_HUMAN	GRK6	G protein-coupled receptor kinase 6 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK6)	GRK6	576	65991
P43251	BTD_HUMAN	BTD	Biotinidase (Biotinase) (EC 3.5.1.12)	BTD	543	61133
P43353	AL3B1_HUMAN	AL3B1	Aldehyde dehydrogenase family 3 member B1 (EC 1.2.1.28) (EC 1.2.1.5) (EC 1.2.1.7) (Aldehyde dehydrogenase 7) (Long-chain fatty aldehyde dehydrogenase) (EC 1.2.1.48) (Medium-chain fatty aldehyde dehydrogenase)	ALDH3B1	468	51840
P43405	KSYK_HUMAN	KSYK	Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase) (p72-Syk)	SYK	635	72066
P43487	RANG_HUMAN	RANG	Ran-specific GTPase-activating protein (Ran-binding protein 1) (RanBP1)	RANBP1	201	23310
P43490	NAMPT_HUMAN	NAMPT	Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1) (Pre-B cell-enhancing factor) (Visfatin)	NAMPT	491	55521
P43652	AFAM_HUMAN	AFAM	Afamin (Alpha-albumin) (Alpha-Alb)	AFM	599	69069
P43686	PRS6B_HUMAN	PRS6B	26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7)	PSMC4	418	47366
P45880	VDAC2_HUMAN	VDAC2	Non-selective voltage-gated ion channel VDAC2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2)	VDAC2	294	31567
P45974	UBP5_HUMAN	UBP5	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	USP5	858	95786
P45984	MK09_HUMAN	MK09	Mitogen-activated protein kinase 9 (MAP kinase 9) (MAPK 9) (EC 2.7.11.24) (JNK-55) (Stress-activated protein kinase 1a) (SAPK1a) (Stress-activated protein kinase JNK2) (c-Jun N-terminal kinase 2)	MAPK9	424	48139
P45985	MP2K4_HUMAN	MP2K4	Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1) (Stress-activated protein kinase kinase 1) (SAPK kinase 1) (SAPKK-1) (SAPKK1) (c-Jun N-terminal kinase kinase 1) (JNKK)	MAP2K4	399	44288
P46060	RAGP1_HUMAN	RAGP1	Ran GTPase-activating protein 1 (RanGAP1)	RANGAP1	587	63542
P46108	CRK_HUMAN	CRK	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	CRK	304	33831
P46109	CRKL_HUMAN	CRKL	Crk-like protein	CRKL	303	33777
P46379	BAG6_HUMAN	BAG6	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6	1132	119409
P46439	GSTM5_HUMAN	GSTM5	Glutathione S-transferase Mu 5 (EC 2.5.1.18) (GST class-mu 5) (GSTM5-5)	GSTM5	218	25675
P46459	NSF_HUMAN	NSF	Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (NEM-sensitive fusion protein) (Vesicular-fusion protein NSF)	NSF	744	82594
P46734	MP2K3_HUMAN	MP2K3	Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3) (Stress-activated protein kinase kinase 2) (SAPK kinase 2) (SAPKK-2) (SAPKK2)	MAP2K3	347	39318
P46736	BRCC3_HUMAN	BRCC3	Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)	BRCC3	316	36072
P46777	RL5_HUMAN	RL5	Large ribosomal subunit protein uL18 (60S ribosomal protein L5)	RPL5	297	34363
P46781	RS9_HUMAN	RS9	Small ribosomal subunit protein uS4 (40S ribosomal protein S9)	RPS9	194	22591
P46783	RS10_HUMAN	RS10	Small ribosomal subunit protein eS10 (40S ribosomal protein S10)	RPS10	165	18898
P46926	GNPI1_HUMAN	GNPI1	Glucosamine-6-phosphate deaminase 1 (GlcN6P deaminase 1) (EC 3.5.99.6) (Glucosamine-6-phosphate isomerase 1) (Protein oscillin)	GNPDA1	289	32669
P46934	NEDD4_HUMAN	NEDD4	E3 ubiquitin-protein ligase NEDD4 (EC 2.3.2.26) (Cell proliferation-inducing gene 53 protein) (HECT-type E3 ubiquitin transferase NEDD4) (Neural precursor cell expressed developmentally down-regulated protein 4) (NEDD-4)	NEDD4	1319	149114
P46976	GLYG_HUMAN	GLYG	Glycogenin-1 (GN-1) (GN1) (EC 2.4.1.186)	GYG1	350	39384
P47755	CAZA2_HUMAN	CAZA2	F-actin-capping protein subunit alpha-2 (CapZ alpha-2)	CAPZA2	286	32949
P47756	CAPZB_HUMAN	CAPZB	F-actin-capping protein subunit beta (CapZ beta)	CAPZB	272	30629
P47897	SYQ_HUMAN	SYQ	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	QARS1	775	87799
P48147	PPCE_HUMAN	PPCE	Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme)	PREP	710	80700
P48200	IREB2_HUMAN	IREB2	Iron-responsive element-binding protein 2 (IRE-BP 2) (Iron regulatory protein 2) (IRP2)	IREB2	963	105059
P48426	PI42A_HUMAN	PI42A	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-alpha) (Diphosphoinositide kinase 2-alpha) (PIP5KIII) (Phosphatidylinositol 5-Phosphate 4-Kinase) (PI5P4Kalpha) (Phosphatidylinositol 5-phosphate 4-kinase type II alpha) (PI(5)P 4-kinase type II alpha) (PIP4KII-alpha) (PtdIns(4)P-5-kinase B isoform) (PtdIns(4)P-5-kinase C isoform) (PtdIns(5)P-4-kinase isoform 2-alpha)	PIP4K2A	406	46225
